Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q1,January,2.17
Culture,Theatre,Q4,February,5.7
Culture,Theatre,Q1,October,5.13
Culture,Theatre,Q4,November,10.97
Culture,Theatre,Q1,December,12.43
Culture,Theatre,Q4,January,13.6
Service,Museum,Q1,January,14.5
Service,Museum,Q4,February,15.38
Service,Museum,Q1,October,16.3
Service,Museum,Q4,November,18.77
Service,Museum,Q1,December,19.87
Service,Museum,Q4,January,23.11
Culture,Concert,Q1,January,27.06
Culture,Concert,Q4,February,28.63
Culture,Concert,Q1,October,30.46
Culture,Concert,Q4,November,33.06
Culture,Concert,Q1,December,41.8
Culture,Concert,Q4,January,45.82
Service,Administration,Q1,January,45.62
Service,Administration,Q4,February,49.39
Service,Administration,Q1,October,51.26
Service,Administration,Q4,November,52.33
Service,Administration,Q1,December,56.22
Service,Administration,Q4,January,58.81
Culture,Library,Q1,January,60.12
Culture,Library,Q4,February,62.22
Culture,Library,Q1,October,63.2
Culture,Library,Q4,November,66.76
Culture,Library,Q1,December,69.37
Culture,Library,Q4,January,78.29
Service,School,Q1,January,79.25
Service,School,Q4,February,80.25
Service,School,Q1,October,83.75
Service,School,Q4,November,87.39
Service,School,Q1,December,92.74
Service,School,Q4,January,95.42
