State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Aberdeen,Soil,Inferior Irrigation,25.69
Maryland,Aberdeen,Water,Inorganic Fertilizers,26.94
Maryland,Aberdeen,Soil,Industrial,33.38
Maryland,Aberdeen,Water,Groundwater,39.33
Maryland,Aberdeen,Soil,Oxygen-depletion,39.1
Maryland,Aberdeen,Water,Chemical,-89.36
Maryland,Aberdeen,Soil,Surface water,43.04
Maryland,Aberdeen,Water,Inferior Irrigation,-84.37
Minnesota,Baltimore,Soil,Inferior Irrigation,49.23
Minnesota,Baltimore,Water,Inorganic Fertilizers,-76.95
Minnesota,Baltimore,Soil,Industrial,53.48
Minnesota,Baltimore,Water,Groundwater,54.25
Minnesota,Baltimore,Soil,Oxygen-depletion,57.92
Minnesota,Baltimore,Water,Chemical,58.55
Minnesota,Baltimore,Soil,Surface water,58.88
Minnesota,Baltimore,Water,Inferior Irrigation,-68.04
Maryland,Columbia,Soil,Inferior Irrigation,61.37
Maryland,Columbia,Water,Inorganic Fertilizers,-66.55
Maryland,Columbia,Soil,Industrial,59.1
Maryland,Columbia,Water,Groundwater,-64.95
Maryland,Columbia,Soil,Oxygen-depletion,65.54
Maryland,Columbia,Water,Chemical,67.54
Maryland,Columbia,Soil,Surface water,68.17
Maryland,Columbia,Water,Inferior Irrigation,-60.53
Minnesota,Rochester,Soil,Inferior Irrigation,-58.86
Minnesota,Rochester,Water,Inorganic Fertilizers,-54.32
Minnesota,Rochester,Soil,Industrial,76.37
Minnesota,Rochester,Water,Groundwater,-51.41
Minnesota,Rochester,Soil,Oxygen-depletion,-50.34
Minnesota,Rochester,Water,Chemical,-51.35
Minnesota,Rochester,Soil,Surface water,-45.26
Minnesota,Rochester,Water,Inferior Irrigation,87.8
Maryland,Hastings,Soil,Inferior Irrigation,87.3
Maryland,Hastings,Water,Inorganic Fertilizers,-37.4
Maryland,Hastings,Soil,Industrial,94.25
Maryland,Hastings,Water,Groundwater,-31.45
Maryland,Hastings,Soil,Oxygen-depletion,98.81
Maryland,Hastings,Water,Chemical,-27.53
Maryland,Hastings,Soil,Surface water,-26.6
Maryland,Hastings,Water,Inferior Irrigation,-24.57
