Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,February,0.7
Production,Factory,Q3,January,5.1
Production,Factory,Q2,August,6.0
Production,Factory,Q1,July,9.45
Production,Factory,Q3,April,10.26
Production,Factory,Q2,June,12.68
Culture,Workshop,Q1,February,12.2
Culture,Workshop,Q3,January,12.21
Culture,Workshop,Q2,August,16.77
Culture,Workshop,Q1,July,19.44
Culture,Workshop,Q3,April,23.63
Culture,Workshop,Q2,June,24.53
Production,Concert,Q1,February,29.86
Production,Concert,Q3,January,34.63
Production,Concert,Q2,August,35.4
Production,Concert,Q1,July,36.16
Production,Concert,Q3,April,37.71
Production,Concert,Q2,June,36.26
Culture,Theatre,Q1,February,54.01
Culture,Theatre,Q3,January,58.44
Culture,Theatre,Q2,August,63.48
Culture,Theatre,Q1,July,66.15
Culture,Theatre,Q3,April,67.42
Culture,Theatre,Q2,June,69.56
Production,Museum,Q1,February,70.57
Production,Museum,Q3,January,72.45
Production,Museum,Q2,August,78.3
Production,Museum,Q1,July,83.38
Production,Museum,Q3,April,92.33
Production,Museum,Q2,June,99.89
