Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Male,2017,Q2,Fire,Slight,64.75
Male,2017,Q2,Drowning,Fatal,99.91
Male,2017,Q2,Traffic,Slight,36.5
Male,2019,Q4,Fire,Slight,70.77
Male,2019,Q4,Drowning,Fatal,39.56
Male,2019,Q4,Traffic,Slight,41.41
Male,2017,Q2,Fire,Slight,42.91
Male,2017,Q2,Drowning,Fatal,73.38
Male,2017,Q2,Traffic,Slight,78.28
Male,2019,Q4,Fire,Slight,46.37
Male,2019,Q4,Drowning,Fatal,82.83
Male,2019,Q4,Traffic,Slight,29.03
Male,2017,Q2,Fire,Slight,86.32
Male,2017,Q2,Drowning,Fatal,25.5
Male,2017,Q2,Traffic,Slight,93.98
