Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q4,December,Maryland,Columbia,2.31
Residential,Apartment,Q1,October,Maryland,Aberdeen,9.27
Residential,Apartment,Q4,November,Maryland,Columbia,10.47
Residential,Apartment,Q1,February,Maryland,Aberdeen,15.73
Residential,Apartment,Q4,March,Maryland,Columbia,15.71
Residential,Apartment,Q1,December,Maryland,Aberdeen,16.06
Service,Hotel,Q4,December,Maryland,Columbia,18.45
Service,Hotel,Q1,October,Maryland,Aberdeen,19.03
Service,Hotel,Q4,November,Maryland,Columbia,20.65
Service,Hotel,Q1,February,Maryland,Aberdeen,20.7
Service,Hotel,Q4,March,Maryland,Columbia,20.83
Service,Hotel,Q1,December,Maryland,Aberdeen,25.75
Culture,House,Q4,December,Maryland,Columbia,29.1
Culture,House,Q1,October,Maryland,Aberdeen,29.97
Culture,House,Q4,November,Maryland,Columbia,29.21
Culture,House,Q1,February,Maryland,Aberdeen,32.3
Culture,House,Q4,March,Maryland,Columbia,38.76
Culture,House,Q1,December,Maryland,Aberdeen,38.42
Residential,Library,Q4,December,Maryland,Columbia,38.74
Residential,Library,Q1,October,Maryland,Aberdeen,42.22
Residential,Library,Q4,November,Maryland,Columbia,43.27
Residential,Library,Q1,February,Maryland,Aberdeen,44.99
Residential,Library,Q4,March,Maryland,Columbia,49.27
Residential,Library,Q1,December,Maryland,Aberdeen,52.73
Service,School,Q4,December,Maryland,Columbia,54.21
Service,School,Q1,October,Maryland,Aberdeen,55.41
Service,School,Q4,November,Maryland,Columbia,55.65
Service,School,Q1,February,Maryland,Aberdeen,54.19
Service,School,Q4,March,Maryland,Columbia,63.49
Service,School,Q1,December,Maryland,Aberdeen,64.94
Culture,Theatre,Q4,December,Maryland,Columbia,63.03
Culture,Theatre,Q1,October,Maryland,Aberdeen,64.32
Culture,Theatre,Q4,November,Maryland,Columbia,69.32
Culture,Theatre,Q1,February,Maryland,Aberdeen,70.37
Culture,Theatre,Q4,March,Maryland,Columbia,72.62
Culture,Theatre,Q1,December,Maryland,Aberdeen,75.1
Residential,Museum,Q4,December,Maryland,Columbia,76.86
Residential,Museum,Q1,October,Maryland,Aberdeen,76.46
Residential,Museum,Q4,November,Maryland,Columbia,76.64
Residential,Museum,Q1,February,Maryland,Aberdeen,81.9
Residential,Museum,Q4,March,Maryland,Columbia,82.77
Residential,Museum,Q1,December,Maryland,Aberdeen,84.13
Service,Concert,Q4,December,Maryland,Columbia,84.6
Service,Concert,Q1,October,Maryland,Aberdeen,84.95
Service,Concert,Q4,November,Maryland,Columbia,88.9
Service,Concert,Q1,February,Maryland,Aberdeen,91.77
Service,Concert,Q4,March,Maryland,Columbia,92.5
Service,Concert,Q1,December,Maryland,Aberdeen,95.05
