Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Apartment,Q3,August,2.2
Residential,Apartment,Q4,September,5.75
Residential,Apartment,Q3,October,9.11
Residential,Apartment,Q4,November,9.71
Residential,Apartment,Q3,December,15.12
Residential,Apartment,Q4,August,19.31
Culture,House,Q3,August,20.73
Culture,House,Q4,September,22.12
Culture,House,Q3,October,25.03
Culture,House,Q4,November,27.21
Culture,House,Q3,December,27.2
Culture,House,Q4,August,28.93
Residential,Hotel,Q3,August,27.56
Residential,Hotel,Q4,September,30.96
Residential,Hotel,Q3,October,36.69
Residential,Hotel,Q4,November,36.63
Residential,Hotel,Q3,December,41.54
Residential,Hotel,Q4,August,41.86
Culture,Museum,Q3,August,44.48
Culture,Museum,Q4,September,47.96
Culture,Museum,Q3,October,52.17
Culture,Museum,Q4,November,54.65
Culture,Museum,Q3,December,58.35
Culture,Museum,Q4,August,61.13
Residential,Concert,Q3,August,0.03
Residential,Concert,Q4,September,65.85
Residential,Concert,Q3,October,67.13
Residential,Concert,Q4,November,71.98
Residential,Concert,Q3,December,76.56
Residential,Concert,Q4,August,81.91
Culture,Theatre,Q3,August,86.41
Culture,Theatre,Q4,September,90.21
Culture,Theatre,Q3,October,93.13
Culture,Theatre,Q4,November,94.6
Culture,Theatre,Q3,December,94.24
Culture,Theatre,Q4,August,96.96
