State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Minnesota,Hastings,2022,Water,Oxygen-depletion,-0.79
Minnesota,Hastings,2022,Soil,Chemical,1.91
Minnesota,Hastings,2022,Water,Groundwater,2.75
Minnesota,Hastings,2022,Soil,Surface water,9.35
Minnesota,Hastings,2022,Water,Inorganic Fertilizers,12.5
Minnesota,Hastings,2022,Soil,Inferior Irrigation,64.65
Minnesota,Hastings,2022,Water,Solid Waste,33.36
Minnesota,Hastings,2022,Soil,Industrial,-92.16
Oregon,Rochester,2019,Water,Oxygen-depletion,-91.88
Oregon,Rochester,2019,Soil,Chemical,-91.51
Oregon,Rochester,2019,Water,Groundwater,-89.63
Oregon,Rochester,2019,Soil,Surface water,37.75
Oregon,Rochester,2019,Water,Inorganic Fertilizers,41.49
Oregon,Rochester,2019,Soil,Inferior Irrigation,41.95
Oregon,Rochester,2019,Water,Solid Waste,37.38
Oregon,Rochester,2019,Soil,Industrial,39.32
Georgia,Portland,2022,Water,Oxygen-depletion,-80.94
Georgia,Portland,2022,Soil,Chemical,49.29
Georgia,Portland,2022,Water,Groundwater,50.88
Georgia,Portland,2022,Soil,Surface water,52.05
Georgia,Portland,2022,Water,Inorganic Fertilizers,54.84
Georgia,Portland,2022,Soil,Inferior Irrigation,54.7
Georgia,Portland,2022,Water,Solid Waste,55.74
Georgia,Portland,2022,Soil,Industrial,58.65
Minnesota,Redmond,2019,Water,Oxygen-depletion,-69.01
Minnesota,Redmond,2019,Soil,Chemical,59.63
Minnesota,Redmond,2019,Water,Groundwater,62.73
Minnesota,Redmond,2019,Soil,Surface water,63.65
Minnesota,Redmond,2019,Water,Inorganic Fertilizers,-65.99
Minnesota,Redmond,2019,Soil,Inferior Irrigation,-63.34
Minnesota,Redmond,2019,Water,Solid Waste,63.98
Minnesota,Redmond,2019,Soil,Industrial,67.61
Oregon,Salem,2022,Water,Oxygen-depletion,-61.31
Oregon,Salem,2022,Soil,Chemical,-59.38
Oregon,Salem,2022,Water,Groundwater,-61.28
Oregon,Salem,2022,Soil,Surface water,69.93
Oregon,Salem,2022,Water,Inorganic Fertilizers,-56.66
Oregon,Salem,2022,Soil,Inferior Irrigation,-60.39
Oregon,Salem,2022,Water,Solid Waste,74.8
Oregon,Salem,2022,Soil,Industrial,75.91
Georgia,Columbus,2019,Water,Oxygen-depletion,-53.58
Georgia,Columbus,2019,Soil,Chemical,-49.49
Georgia,Columbus,2019,Water,Groundwater,-47.53
Georgia,Columbus,2019,Soil,Surface water,84.31
Georgia,Columbus,2019,Water,Inorganic Fertilizers,-42.72
Georgia,Columbus,2019,Soil,Inferior Irrigation,89.71
Georgia,Columbus,2019,Water,Solid Waste,95.04
Georgia,Columbus,2019,Soil,Industrial,-30.85
Minnesota,Washington,2022,Water,Oxygen-depletion,-30.33
Minnesota,Washington,2022,Soil,Chemical,-26.86
Minnesota,Washington,2022,Water,Groundwater,-26.64
Minnesota,Washington,2022,Soil,Surface water,-22.72
Minnesota,Washington,2022,Water,Inorganic Fertilizers,-21.52
Minnesota,Washington,2022,Soil,Inferior Irrigation,-14.73
Minnesota,Washington,2022,Water,Solid Waste,-8.0
Minnesota,Washington,2022,Soil,Industrial,-6.15
