Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q4,December,7.67
Production,Factory,Q2,November,11.13
Production,Factory,Q4,June,13.08
Production,Factory,Q2,April,16.07
Production,Factory,Q4,May,20.99
Production,Factory,Q2,December,27.23
Residential,Workshop,Q4,December,28.23
Residential,Workshop,Q2,November,40.53
Residential,Workshop,Q4,June,43.25
Residential,Workshop,Q2,April,47.12
Residential,Workshop,Q4,May,48.5
Residential,Workshop,Q2,December,47.73
Production,House,Q4,December,51.24
Production,House,Q2,November,55.9
Production,House,Q4,June,56.71
Production,House,Q2,April,57.45
Production,House,Q4,May,67.0
Production,House,Q2,December,68.67
Residential,Apartment,Q4,December,73.75
Residential,Apartment,Q2,November,74.0
Residential,Apartment,Q4,June,89.68
Residential,Apartment,Q2,April,91.03
Residential,Apartment,Q4,May,92.76
Residential,Apartment,Q2,December,96.24
