Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q2,May,Georgia,Albany,0.66
Production,Factory,Q3,June,Georgia,Washington,5.04
Production,Factory,Q1,July,Georgia,Albany,6.55
Production,Factory,Q2,August,Georgia,Washington,7.52
Production,Factory,Q3,September,Georgia,Albany,20.27
Production,Factory,Q1,February,Georgia,Washington,21.98
Production,Factory,Q2,January,Georgia,Albany,23.22
Production,Factory,Q3,March,Georgia,Washington,23.53
Production,Factory,Q1,May,Georgia,Albany,25.16
Residential,Workshop,Q2,May,Georgia,Albany,23.46
Residential,Workshop,Q3,June,Georgia,Washington,27.45
Residential,Workshop,Q1,July,Georgia,Albany,31.89
Residential,Workshop,Q2,August,Georgia,Washington,34.52
Residential,Workshop,Q3,September,Georgia,Albany,34.57
Residential,Workshop,Q1,February,Georgia,Washington,34.14
Residential,Workshop,Q2,January,Georgia,Albany,39.46
Residential,Workshop,Q3,March,Georgia,Washington,42.14
Residential,Workshop,Q1,May,Georgia,Albany,45.59
Production,Apartment,Q2,May,Georgia,Albany,47.94
Production,Apartment,Q3,June,Georgia,Washington,0.04
Production,Apartment,Q1,July,Georgia,Albany,55.55
Production,Apartment,Q2,August,Georgia,Washington,63.16
Production,Apartment,Q3,September,Georgia,Albany,66.01
Production,Apartment,Q1,February,Georgia,Washington,72.09
Production,Apartment,Q2,January,Georgia,Albany,74.36
Production,Apartment,Q3,March,Georgia,Washington,75.8
Production,Apartment,Q1,May,Georgia,Albany,78.02
Residential,House,Q2,May,Georgia,Albany,78.44
Residential,House,Q3,June,Georgia,Washington,80.66
Residential,House,Q1,July,Georgia,Albany,83.62
Residential,House,Q2,August,Georgia,Washington,84.31
Residential,House,Q3,September,Georgia,Albany,88.87
Residential,House,Q1,February,Georgia,Washington,91.46
Residential,House,Q2,January,Georgia,Albany,92.49
Residential,House,Q3,March,Georgia,Washington,92.56
Residential,House,Q1,May,Georgia,Albany,96.49
