Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q4,November,California,Berkeley,4.86
Production,Factory,Q2,October,California,Berkeley,5.59
Production,Factory,Q3,December,California,Berkeley,5.51
Production,Factory,Q4,May,California,Berkeley,7.74
Production,Factory,Q2,April,California,Berkeley,13.07
Production,Factory,Q3,June,California,Berkeley,13.56
Production,Factory,Q4,September,California,Berkeley,15.24
Production,Factory,Q2,August,California,Berkeley,16.06
Production,Factory,Q3,November,California,Berkeley,14.31
Culture,Workshop,Q4,November,California,Berkeley,18.39
Culture,Workshop,Q2,October,California,Berkeley,14.42
Culture,Workshop,Q3,December,California,Berkeley,20.69
Culture,Workshop,Q4,May,California,Berkeley,21.34
Culture,Workshop,Q2,April,California,Berkeley,15.72
Culture,Workshop,Q3,June,California,Berkeley,23.27
Culture,Workshop,Q4,September,California,Berkeley,24.55
Culture,Workshop,Q2,August,California,Berkeley,24.67
Culture,Workshop,Q3,November,California,Berkeley,17.07
Service,Museum,Q4,November,California,Berkeley,28.29
Service,Museum,Q2,October,California,Berkeley,30.89
Service,Museum,Q3,December,California,Berkeley,31.41
Service,Museum,Q4,May,California,Berkeley,31.83
Service,Museum,Q2,April,California,Berkeley,33.23
Service,Museum,Q3,June,California,Berkeley,33.72
Service,Museum,Q4,September,California,Berkeley,35.88
Service,Museum,Q2,August,California,Berkeley,36.3
Service,Museum,Q3,November,California,Berkeley,41.55
Production,Concert,Q4,November,California,Berkeley,45.4
Production,Concert,Q2,October,California,Berkeley,46.08
Production,Concert,Q3,December,California,Berkeley,46.94
Production,Concert,Q4,May,California,Berkeley,47.98
Production,Concert,Q2,April,California,Berkeley,49.28
Production,Concert,Q3,June,California,Berkeley,49.04
Production,Concert,Q4,September,California,Berkeley,51.38
Production,Concert,Q2,August,California,Berkeley,52.16
Production,Concert,Q3,November,California,Berkeley,52.37
Culture,Theatre,Q4,November,California,Berkeley,53.55
Culture,Theatre,Q2,October,California,Berkeley,52.83
Culture,Theatre,Q3,December,California,Berkeley,51.08
Culture,Theatre,Q4,May,California,Berkeley,57.71
Culture,Theatre,Q2,April,California,Berkeley,58.79
Culture,Theatre,Q3,June,California,Berkeley,59.47
Culture,Theatre,Q4,September,California,Berkeley,53.8
Culture,Theatre,Q2,August,California,Berkeley,61.8
Culture,Theatre,Q3,November,California,Berkeley,63.28
Service,Hospital,Q4,November,California,Berkeley,66.84
Service,Hospital,Q2,October,California,Berkeley,67.64
Service,Hospital,Q3,December,California,Berkeley,66.01
Service,Hospital,Q4,May,California,Berkeley,69.98
Service,Hospital,Q2,April,California,Berkeley,67.66
Service,Hospital,Q3,June,California,Berkeley,73.6
Service,Hospital,Q4,September,California,Berkeley,74.61
Service,Hospital,Q2,August,California,Berkeley,76.53
Service,Hospital,Q3,November,California,Berkeley,77.66
Production,Library,Q4,November,California,Berkeley,80.19
Production,Library,Q2,October,California,Berkeley,86.12
Production,Library,Q3,December,California,Berkeley,87.76
Production,Library,Q4,May,California,Berkeley,91.29
Production,Library,Q2,April,California,Berkeley,93.58
Production,Library,Q3,June,California,Berkeley,94.27
Production,Library,Q4,September,California,Berkeley,94.45
Production,Library,Q2,August,California,Berkeley,97.62
Production,Library,Q3,November,California,Berkeley,97.09
