Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Minnesota,Hastings,Humidity,High,0.19
2016,Minnesota,Hastings,Temperature,Medium,1.48
2016,Minnesota,Hastings,Humidity,11-20,0.85
2016,Minnesota,Hastings,Temperature,31-40,1.86
2022,Massachusetts,Rochester,Humidity,High,4.92
2022,Massachusetts,Rochester,Temperature,Medium,5.79
2022,Massachusetts,Rochester,Humidity,11-20,6.62
2022,Massachusetts,Rochester,Temperature,31-40,7.38
2016,Florida,Minneapolis,Humidity,High,10.38
2016,Florida,Minneapolis,Temperature,Medium,10.52
2016,Florida,Minneapolis,Humidity,11-20,12.62
2016,Florida,Minneapolis,Temperature,31-40,13.55
2022,Minnesota,Cambridge,Humidity,High,11.67
2022,Minnesota,Cambridge,Temperature,Medium,15.99
2022,Minnesota,Cambridge,Humidity,11-20,16.06
2022,Minnesota,Cambridge,Temperature,31-40,17.46
2016,Massachusetts,Boston,Humidity,High,18.34
2016,Massachusetts,Boston,Temperature,Medium,19.14
2016,Massachusetts,Boston,Humidity,11-20,18.01
2016,Massachusetts,Boston,Temperature,31-40,20.86
2022,Florida,Lenox,Humidity,High,22.73
2022,Florida,Lenox,Temperature,Medium,23.85
2022,Florida,Lenox,Humidity,11-20,22.69
2022,Florida,Lenox,Temperature,31-40,25.49
2016,Minnesota,Fort Lauderdale,Humidity,High,26.78
2016,Minnesota,Fort Lauderdale,Temperature,Medium,22.13
2016,Minnesota,Fort Lauderdale,Humidity,11-20,22.43
2016,Minnesota,Fort Lauderdale,Temperature,31-40,22.57
2022,Massachusetts,Tampa,Humidity,High,24.89
2022,Massachusetts,Tampa,Temperature,Medium,25.66
2022,Massachusetts,Tampa,Humidity,11-20,23.12
2022,Massachusetts,Tampa,Temperature,31-40,25.57
