Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q1,February,Georgia,Columbus,6.73
Service,School,Q3,March,Georgia,Washington,8.84
Service,School,Q1,January,Georgia,Columbus,14.75
Service,School,Q3,September,Georgia,Washington,19.03
Service,School,Q1,August,Georgia,Columbus,20.59
Service,School,Q3,February,Georgia,Washington,24.89
Residential,Administration,Q1,February,Georgia,Columbus,27.7
Residential,Administration,Q3,March,Georgia,Washington,32.77
Residential,Administration,Q1,January,Georgia,Columbus,35.22
Residential,Administration,Q3,September,Georgia,Washington,36.37
Residential,Administration,Q1,August,Georgia,Columbus,36.21
Residential,Administration,Q3,February,Georgia,Washington,38.55
Service,Apartment,Q1,February,Georgia,Columbus,44.02
Service,Apartment,Q3,March,Georgia,Washington,46.34
Service,Apartment,Q1,January,Georgia,Columbus,56.16
Service,Apartment,Q3,September,Georgia,Washington,57.92
Service,Apartment,Q1,August,Georgia,Columbus,60.96
Service,Apartment,Q3,February,Georgia,Washington,63.74
Residential,Hotel,Q1,February,Georgia,Columbus,65.13
Residential,Hotel,Q3,March,Georgia,Washington,67.04
Residential,Hotel,Q1,January,Georgia,Columbus,68.22
Residential,Hotel,Q3,September,Georgia,Washington,69.62
Residential,Hotel,Q1,August,Georgia,Columbus,68.57
Residential,Hotel,Q3,February,Georgia,Washington,88.49
