Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q1,January,0.66
Culture,Museum,Q2,February,2.77
Culture,Museum,Q1,March,6.68
Culture,Museum,Q2,June,9.1
Culture,Museum,Q1,May,10.1
Culture,Museum,Q2,April,11.01
Production,Concert,Q1,January,12.1
Production,Concert,Q2,February,16.05
Production,Concert,Q1,March,28.11
Production,Concert,Q2,June,32.62
Production,Concert,Q1,May,34.68
Production,Concert,Q2,April,34.55
Service,Workshop,Q1,January,37.09
Service,Workshop,Q2,February,39.47
Service,Workshop,Q1,March,44.44
Service,Workshop,Q2,June,45.06
Service,Workshop,Q1,May,45.8
Service,Workshop,Q2,April,47.03
Culture,Factory,Q1,January,49.33
Culture,Factory,Q2,February,57.0
Culture,Factory,Q1,March,58.72
Culture,Factory,Q2,June,59.18
Culture,Factory,Q1,May,60.44
Culture,Factory,Q2,April,62.31
Production,School,Q1,January,64.71
Production,School,Q2,February,65.61
Production,School,Q1,March,67.62
Production,School,Q2,June,68.65
Production,School,Q1,May,76.19
Production,School,Q2,April,78.26
Service,Hospital,Q1,January,80.36
Service,Hospital,Q2,February,83.45
Service,Hospital,Q1,March,84.66
Service,Hospital,Q2,June,88.2
Service,Hospital,Q1,May,89.44
Service,Hospital,Q2,April,97.14
