Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2017,Beverage,Coffee,765.75
Import,2017,Cereals,Tea,145.73
Import,2017,Dairy,Juice,793.76
Import,2017,Beverage,Wheat,794.48
Import,2017,Cereals,Rice,673.69
Import,2017,Dairy,Corn,163.92
Import,2017,Beverage,Milk,677.77
Import,2017,Cereals,Cream,937.9
Import,2017,Dairy,Coffee,434.19
Import,2015,Beverage,Coffee,179.7
Import,2015,Cereals,Tea,57.34
Import,2015,Dairy,Juice,315.46
Import,2015,Beverage,Wheat,443.56
Import,2015,Cereals,Rice,571.39
Import,2015,Dairy,Corn,575.83
Import,2015,Beverage,Milk,965.77
Import,2015,Cereals,Cream,80.04
Import,2015,Dairy,Coffee,985.27
Import,2017,Beverage,Coffee,357.42
Import,2017,Cereals,Tea,102.74
Import,2017,Dairy,Juice,999.22
Import,2017,Beverage,Wheat,236.61
Import,2017,Cereals,Rice,748.41
Import,2017,Dairy,Corn,494.58
Import,2017,Beverage,Milk,506.3
Import,2017,Cereals,Cream,765.91
Import,2017,Dairy,Coffee,510.81
