Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Minnesota,Hastings,Humidity,Low,1.42
2019,Minnesota,Hastings,Temperature,High,1.67
2019,Minnesota,Hastings,Wind,Medium,2.04
2019,Minnesota,Hastings,Humidity,0-10,4.53
2019,Minnesota,Hastings,Temperature,11-20,5.0
2019,Minnesota,Hastings,Wind,31-40,6.01
2019,Minnesota,Hastings,Humidity,Breeze,7.09
2019,Minnesota,Hastings,Temperature,Storm,7.65
2019,Minnesota,Hastings,Wind,Low,9.47
2020,Michigan,Minneapolis,Humidity,Low,7.13
2020,Michigan,Minneapolis,Temperature,High,9.44
2020,Michigan,Minneapolis,Wind,Medium,12.18
2020,Michigan,Minneapolis,Humidity,0-10,11.05
2020,Michigan,Minneapolis,Temperature,11-20,10.66
2020,Michigan,Minneapolis,Wind,31-40,13.73
2020,Michigan,Minneapolis,Humidity,Breeze,16.48
2020,Michigan,Minneapolis,Temperature,Storm,14.79
2020,Michigan,Minneapolis,Wind,Low,15.26
2016,Minnesota,Rochester,Humidity,Low,19.0
2016,Minnesota,Rochester,Temperature,High,20.4
2016,Minnesota,Rochester,Wind,Medium,21.66
2016,Minnesota,Rochester,Humidity,0-10,22.75
2016,Minnesota,Rochester,Temperature,11-20,23.79
2016,Minnesota,Rochester,Wind,31-40,22.74
2016,Minnesota,Rochester,Humidity,Breeze,25.85
2016,Minnesota,Rochester,Temperature,Storm,22.07
2016,Minnesota,Rochester,Wind,Low,27.03
2019,Michigan,Flint,Humidity,Low,24.33
2019,Michigan,Flint,Temperature,High,25.5
2019,Michigan,Flint,Wind,Medium,21.42
2019,Michigan,Flint,Humidity,0-10,27.19
2019,Michigan,Flint,Temperature,11-20,0.11
2019,Michigan,Flint,Wind,31-40,26.19
2019,Michigan,Flint,Humidity,Breeze,27.36
2019,Michigan,Flint,Temperature,Storm,9.13
2019,Michigan,Flint,Wind,Low,14.26
2020,Minnesota,Detroit,Humidity,Low,15.69
2020,Minnesota,Detroit,Temperature,High,16.25
2020,Minnesota,Detroit,Wind,Medium,6.61
2020,Minnesota,Detroit,Humidity,0-10,19.68
2020,Minnesota,Detroit,Temperature,11-20,21.0
2020,Minnesota,Detroit,Wind,31-40,22.59
2020,Minnesota,Detroit,Humidity,Breeze,23.08
2020,Minnesota,Detroit,Temperature,Storm,23.3
2020,Minnesota,Detroit,Wind,Low,24.75
