State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Salem,Water,Oxygen-depletion,7.93
Oregon,Salem,Air,Chemical,8.59
Oregon,Salem,Water,Surface water,13.62
Oregon,Salem,Air,Groundwater,14.02
Oregon,Salem,Water,Noise,23.74
Oregon,Salem,Air,Light,-99.3
Oregon,Salem,Water,Oxygen-depletion,35.13
Oregon,Salem,Air,Chemical,-90.13
California,Redmond,Water,Oxygen-depletion,40.65
California,Redmond,Air,Chemical,43.52
California,Redmond,Water,Surface water,46.36
California,Redmond,Air,Groundwater,-78.85
California,Redmond,Water,Noise,57.19
California,Redmond,Air,Light,-66.21
California,Redmond,Water,Oxygen-depletion,65.83
California,Redmond,Air,Chemical,-62.58
Oregon,Berkeley,Water,Oxygen-depletion,-61.48
Oregon,Berkeley,Air,Chemical,70.26
Oregon,Berkeley,Water,Surface water,-56.38
Oregon,Berkeley,Air,Groundwater,-56.44
Oregon,Berkeley,Water,Noise,75.98
Oregon,Berkeley,Air,Light,76.54
Oregon,Berkeley,Water,Oxygen-depletion,76.51
Oregon,Berkeley,Air,Chemical,-50.4
California,Los-Angeles,Water,Oxygen-depletion,76.13
California,Los-Angeles,Air,Chemical,-47.42
California,Los-Angeles,Water,Surface water,-47.37
California,Los-Angeles,Air,Groundwater,-45.61
California,Los-Angeles,Water,Noise,86.98
California,Los-Angeles,Air,Light,-38.19
California,Los-Angeles,Water,Oxygen-depletion,-37.76
California,Los-Angeles,Air,Chemical,-36.38
Oregon,San Francisco,Water,Oxygen-depletion,-34.73
Oregon,San Francisco,Air,Chemical,-33.53
Oregon,San Francisco,Water,Surface water,97.65
Oregon,San Francisco,Air,Groundwater,-25.79
Oregon,San Francisco,Water,Noise,-20.12
Oregon,San Francisco,Air,Light,-9.31
Oregon,San Francisco,Water,Oxygen-depletion,-5.53
Oregon,San Francisco,Air,Chemical,-3.07
