Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2016,Dairy,Yoghurt,964.02
Export,2016,Cereals,Cheese,614.89
Export,2016,Dairy,Wheat,550.31
Export,2016,Cereals,Oats,934.26
Export,2021,Dairy,Yoghurt,777.98
Export,2021,Cereals,Cheese,108.43
Export,2021,Dairy,Wheat,333.37
Export,2021,Cereals,Oats,877.11
Export,2015,Dairy,Yoghurt,335.47
Export,2015,Cereals,Cheese,174.96
Export,2015,Dairy,Wheat,563.9
Export,2015,Cereals,Oats,243.0
Export,2016,Dairy,Yoghurt,501.53
Export,2016,Cereals,Cheese,183.0
Export,2016,Dairy,Wheat,634.58
Export,2016,Cereals,Oats,475.08
