Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2015,Meat,Chicken,901.17
Import,2015,Beverage,Camel,263.38
Import,2015,Cereals,Tea,526.46
Import,2015,Meat,Soda,408.32
Import,2015,Beverage,Wheat,413.91
Import,2015,Cereals,Seeds,34.19
Import,2015,Meat,Rice,290.29
Import,2015,Beverage,Chicken,34.93
Import,2015,Cereals,Camel,168.92
Import,2017,Meat,Chicken,42.52
Import,2017,Beverage,Camel,949.16
Import,2017,Cereals,Tea,190.5
Import,2017,Meat,Soda,448.64
Import,2017,Beverage,Wheat,962.07
Import,2017,Cereals,Seeds,323.88
Import,2017,Meat,Rice,453.64
Import,2017,Beverage,Chicken,968.01
Import,2017,Cereals,Camel,458.47
Import,2022,Meat,Chicken,843.0
Import,2022,Beverage,Camel,462.82
Import,2022,Cereals,Tea,80.27
Import,2022,Meat,Soda,469.06
Import,2022,Beverage,Wheat,598.01
Import,2022,Cereals,Seeds,728.42
Import,2022,Meat,Rice,218.15
Import,2022,Beverage,Chicken,603.7
Import,2022,Cereals,Camel,992.55
Import,2015,Meat,Chicken,866.95
Import,2015,Beverage,Camel,610.11
Import,2015,Cereals,Tea,611.01
Import,2015,Meat,Soda,745.23
Import,2015,Beverage,Wheat,491.19
Import,2015,Cereals,Seeds,246.37
Import,2015,Meat,Rice,887.54
Import,2015,Beverage,Chicken,507.09
Import,2015,Cereals,Camel,892.28
