Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2020,Dairy,Butter,780.58
Import,2020,Meat,Yoghurt,911.21
Import,2020,Cereals,Duck,530.02
Import,2020,Dairy,Camel,146.27
Import,2020,Meat,Pork,27.54
Import,2020,Cereals,Oats,418.68
Import,2020,Dairy,Corn,419.46
Import,2020,Meat,Butter,36.41
Import,2020,Cereals,Yoghurt,421.11
Import,2022,Dairy,Butter,803.42
Import,2022,Meat,Yoghurt,39.31
Import,2022,Cereals,Duck,39.73
Import,2022,Dairy,Camel,937.81
Import,2022,Meat,Pork,935.43
Import,2022,Cereals,Oats,297.6
Import,2022,Dairy,Corn,291.54
Import,2022,Meat,Butter,177.12
Import,2022,Cereals,Yoghurt,307.35
Import,2015,Dairy,Butter,309.7
Import,2015,Meat,Yoghurt,183.21
Import,2015,Cereals,Duck,577.08
Import,2015,Dairy,Camel,965.32
Import,2015,Meat,Pork,70.57
Import,2015,Cereals,Oats,199.0
Import,2015,Dairy,Corn,969.61
Import,2015,Meat,Butter,585.95
Import,2015,Cereals,Yoghurt,359.31
Import,2020,Dairy,Butter,872.43
Import,2020,Meat,Yoghurt,105.79
Import,2020,Cereals,Duck,488.58
Import,2020,Dairy,Camel,363.29
Import,2020,Meat,Pork,759.37
Import,2020,Cereals,Oats,500.29
Import,2020,Dairy,Corn,628.42
Import,2020,Meat,Butter,247.01
Import,2020,Cereals,Yoghurt,638.54
