Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2015,Q4,Beverage,Soda,800.45
Export,2015,Q4,Meat,Tea,355.31
Export,2015,Q4,Beverage,Pork,932.24
Export,2015,Q4,Meat,Lamb,773.93
Export,2021,Q4,Beverage,Soda,998.57
Export,2021,Q4,Meat,Tea,134.97
Export,2021,Q4,Beverage,Pork,934.95
Export,2021,Q4,Meat,Lamb,74.53
Export,2015,Q4,Beverage,Soda,878.27
Export,2015,Q4,Meat,Tea,302.57
Export,2015,Q4,Beverage,Pork,656.63
Export,2015,Q4,Meat,Lamb,654.09
Export,2021,Q4,Beverage,Soda,342.6
Export,2021,Q4,Meat,Tea,22.97
Export,2021,Q4,Beverage,Pork,282.3
Export,2021,Q4,Meat,Lamb,635.62
