Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Minnesota,Rochester,Humidity,Medium,1.05
2021,Minnesota,Rochester,Wind,High,2.61
2021,Minnesota,Rochester,Humidity,Low,2.68
2021,Minnesota,Rochester,Wind,Breeze,4.08
2021,Minnesota,Rochester,Humidity,Storm,4.41
2021,Minnesota,Rochester,Wind,Medium,5.24
2015,Florida,Minneapolis,Humidity,Medium,4.02
2015,Florida,Minneapolis,Wind,High,6.86
2015,Florida,Minneapolis,Humidity,Low,9.56
2015,Florida,Minneapolis,Wind,Breeze,6.41
2015,Florida,Minneapolis,Humidity,Storm,10.82
2015,Florida,Minneapolis,Wind,Medium,9.41
2021,Minnesota,Hastings,Humidity,Medium,13.82
2021,Minnesota,Hastings,Wind,High,14.65
2021,Minnesota,Hastings,Humidity,Low,15.39
2021,Minnesota,Hastings,Wind,Breeze,9.21
2021,Minnesota,Hastings,Humidity,Storm,10.06
2021,Minnesota,Hastings,Wind,Medium,18.78
2015,Florida,Tampa,Humidity,Medium,19.26
2015,Florida,Tampa,Wind,High,20.26
2015,Florida,Tampa,Humidity,Low,21.21
2015,Florida,Tampa,Wind,Breeze,18.2
2015,Florida,Tampa,Humidity,Storm,23.56
2015,Florida,Tampa,Wind,Medium,24.22
2021,Minnesota,Fort Lauderdale,Humidity,Medium,25.27
2021,Minnesota,Fort Lauderdale,Wind,High,26.97
2021,Minnesota,Fort Lauderdale,Humidity,Low,27.99
2021,Minnesota,Fort Lauderdale,Wind,Breeze,1.43
2021,Minnesota,Fort Lauderdale,Humidity,Storm,21.23
2021,Minnesota,Fort Lauderdale,Wind,Medium,18.29
