State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Michigan,Detroit,2015,Soil,Urban Activities,-0.89
Michigan,Detroit,2015,Water,Inorganic Fertilizers,1.02
Michigan,Detroit,2015,Air,Chemical,4.19
Michigan,Detroit,2015,Soil,Surface water,11.79
Michigan,Detroit,2015,Water,Groundwater,14.27
Michigan,Detroit,2015,Air,Thermal,21.52
Michigan,Detroit,2015,Soil,Light,23.21
Michigan,Detroit,2015,Water,Noise,24.84
Michigan,Detroit,2015,Air,Urban Activities,-7.53
Georgia,Port Huron,2016,Soil,Urban Activities,-94.13
Georgia,Port Huron,2016,Water,Inorganic Fertilizers,35.51
Georgia,Port Huron,2016,Air,Chemical,-92.68
Georgia,Port Huron,2016,Soil,Surface water,36.55
Georgia,Port Huron,2016,Water,Groundwater,39.72
Georgia,Port Huron,2016,Air,Thermal,40.22
Georgia,Port Huron,2016,Soil,Light,-83.02
Georgia,Port Huron,2016,Water,Noise,-80.46
Georgia,Port Huron,2016,Air,Urban Activities,-73.38
Michigan,Washington,2021,Soil,Urban Activities,-73.4
Michigan,Washington,2021,Water,Inorganic Fertilizers,-71.21
Michigan,Washington,2021,Air,Chemical,-66.42
Michigan,Washington,2021,Soil,Surface water,-66.51
Michigan,Washington,2021,Water,Groundwater,-64.09
Michigan,Washington,2021,Air,Thermal,66.67
Michigan,Washington,2021,Soil,Light,66.3
Michigan,Washington,2021,Water,Noise,68.19
Michigan,Washington,2021,Air,Urban Activities,68.26
Georgia,Columbus,2015,Soil,Urban Activities,-58.5
Georgia,Columbus,2015,Water,Inorganic Fertilizers,-57.26
Georgia,Columbus,2015,Air,Chemical,72.69
Georgia,Columbus,2015,Soil,Surface water,72.14
Georgia,Columbus,2015,Water,Groundwater,-55.6
Georgia,Columbus,2015,Air,Thermal,-52.14
Georgia,Columbus,2015,Soil,Light,77.68
Georgia,Columbus,2015,Water,Noise,-47.71
Georgia,Columbus,2015,Air,Urban Activities,-47.16
Michigan,Albany,2016,Soil,Urban Activities,81.92
Michigan,Albany,2016,Water,Inorganic Fertilizers,83.13
Michigan,Albany,2016,Air,Chemical,-38.65
Michigan,Albany,2016,Soil,Surface water,-38.75
Michigan,Albany,2016,Water,Groundwater,-32.29
Michigan,Albany,2016,Air,Thermal,98.6
Michigan,Albany,2016,Soil,Light,-29.22
Michigan,Albany,2016,Water,Noise,-27.76
Michigan,Albany,2016,Air,Urban Activities,-7.87
