Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q2,June,2.69
Culture,Theatre,Q1,May,3.44
Culture,Theatre,Q3,February,2.66
Culture,Theatre,Q2,January,5.28
Culture,Theatre,Q1,September,6.2
Culture,Theatre,Q3,August,8.5
Culture,Theatre,Q2,July,9.35
Culture,Theatre,Q1,June,9.2
Culture,Theatre,Q3,May,11.78
Residential,Concert,Q2,June,12.3
Residential,Concert,Q1,May,14.76
Residential,Concert,Q3,February,17.39
Residential,Concert,Q2,January,17.92
Residential,Concert,Q1,September,17.53
Residential,Concert,Q3,August,20.16
Residential,Concert,Q2,July,21.66
Residential,Concert,Q1,June,24.72
Residential,Concert,Q3,May,25.19
Production,Museum,Q2,June,24.61
Production,Museum,Q1,May,28.79
Production,Museum,Q3,February,30.59
Production,Museum,Q2,January,30.45
Production,Museum,Q1,September,38.48
Production,Museum,Q3,August,39.08
Production,Museum,Q2,July,39.85
Production,Museum,Q1,June,41.94
Production,Museum,Q3,May,41.32
Culture,Apartment,Q2,June,42.37
Culture,Apartment,Q1,May,44.03
Culture,Apartment,Q3,February,45.4
Culture,Apartment,Q2,January,46.76
Culture,Apartment,Q1,September,48.43
Culture,Apartment,Q3,August,51.44
Culture,Apartment,Q2,July,52.13
Culture,Apartment,Q1,June,53.91
Culture,Apartment,Q3,May,52.1
Residential,House,Q2,June,55.51
Residential,House,Q1,May,57.91
Residential,House,Q3,February,57.14
Residential,House,Q2,January,57.1
Residential,House,Q1,September,60.33
Residential,House,Q3,August,61.93
Residential,House,Q2,July,61.69
Residential,House,Q1,June,61.35
Residential,House,Q3,May,64.45
Production,Hotel,Q2,June,62.83
Production,Hotel,Q1,May,65.11
Production,Hotel,Q3,February,61.78
Production,Hotel,Q2,January,65.71
Production,Hotel,Q1,September,69.55
Production,Hotel,Q3,August,70.61
Production,Hotel,Q2,July,71.31
Production,Hotel,Q1,June,65.83
Production,Hotel,Q3,May,75.71
Culture,Workshop,Q2,June,75.34
Culture,Workshop,Q1,May,75.16
Culture,Workshop,Q3,February,78.3
Culture,Workshop,Q2,January,79.19
Culture,Workshop,Q1,September,78.32
Culture,Workshop,Q3,August,81.85
Culture,Workshop,Q2,July,81.27
Culture,Workshop,Q1,June,76.39
Culture,Workshop,Q3,May,84.87
Residential,Factory,Q2,June,90.46
Residential,Factory,Q1,May,92.37
Residential,Factory,Q3,February,94.97
Residential,Factory,Q2,January,95.82
Residential,Factory,Q1,September,94.36
Residential,Factory,Q3,August,97.1
Residential,Factory,Q2,July,98.02
Residential,Factory,Q1,June,97.02
Residential,Factory,Q3,May,94.54
