Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,California,Berkeley,Wind,Breeze,1.88
2019,California,Berkeley,Humidity,Storm,1.83
2019,California,Berkeley,Wind,Calm,2.48
2019,California,Berkeley,Humidity,Low,4.96
2019,California,Berkeley,Wind,Medium,4.07
2019,California,Berkeley,Humidity,Breeze,6.72
2015,Minnesota,Los-Angeles,Wind,Breeze,7.26
2015,Minnesota,Los-Angeles,Humidity,Storm,8.96
2015,Minnesota,Los-Angeles,Wind,Calm,9.22
2015,Minnesota,Los-Angeles,Humidity,Low,10.18
2015,Minnesota,Los-Angeles,Wind,Medium,8.73
2015,Minnesota,Los-Angeles,Humidity,Breeze,12.28
2019,Maryland,Malibu,Wind,Breeze,13.15
2019,Maryland,Malibu,Humidity,Storm,10.38
2019,Maryland,Malibu,Wind,Calm,11.16
2019,Maryland,Malibu,Humidity,Low,8.74
2019,Maryland,Malibu,Wind,Medium,17.49
2019,Maryland,Malibu,Humidity,Breeze,17.54
2015,California,Minneapolis,Wind,Breeze,17.58
2015,California,Minneapolis,Humidity,Storm,20.18
2015,California,Minneapolis,Wind,Calm,21.84
2015,California,Minneapolis,Humidity,Low,22.97
2015,California,Minneapolis,Wind,Medium,22.78
2015,California,Minneapolis,Humidity,Breeze,24.33
2019,Minnesota,Rochester,Wind,Breeze,25.3
2019,Minnesota,Rochester,Humidity,Storm,25.58
2019,Minnesota,Rochester,Wind,Calm,27.51
2019,Minnesota,Rochester,Humidity,Low,23.3
2019,Minnesota,Rochester,Wind,Medium,26.36
2019,Minnesota,Rochester,Humidity,Breeze,25.9
2015,Maryland,Baltimore,Wind,Breeze,6.99
2015,Maryland,Baltimore,Humidity,Storm,7.66
2015,Maryland,Baltimore,Wind,Calm,3.92
2015,Maryland,Baltimore,Humidity,Low,9.73
2015,Maryland,Baltimore,Wind,Medium,10.58
2015,Maryland,Baltimore,Humidity,Breeze,11.88
2019,California,Columbia,Wind,Breeze,16.86
2019,California,Columbia,Humidity,Storm,17.74
2019,California,Columbia,Wind,Calm,6.3
2019,California,Columbia,Humidity,Low,6.22
2019,California,Columbia,Wind,Medium,20.01
2019,California,Columbia,Humidity,Breeze,22.29
