Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q3,September,California,Malibu,3.84
Production,Workshop,Q4,July,California,Los-Angeles,5.31
Production,Workshop,Q3,August,California,Malibu,6.77
Production,Workshop,Q4,October,California,Los-Angeles,6.86
Production,Workshop,Q3,December,California,Malibu,8.8
Production,Workshop,Q4,September,California,Los-Angeles,12.13
Service,Factory,Q3,September,California,Malibu,13.29
Service,Factory,Q4,July,California,Los-Angeles,25.06
Service,Factory,Q3,August,California,Malibu,27.53
Service,Factory,Q4,October,California,Los-Angeles,29.59
Service,Factory,Q3,December,California,Malibu,32.72
Service,Factory,Q4,September,California,Los-Angeles,34.62
Residential,School,Q3,September,California,Malibu,40.81
Residential,School,Q4,July,California,Los-Angeles,41.31
Residential,School,Q3,August,California,Malibu,42.43
Residential,School,Q4,October,California,Los-Angeles,45.51
Residential,School,Q3,December,California,Malibu,49.26
Residential,School,Q4,September,California,Los-Angeles,50.85
Production,Hospital,Q3,September,California,Malibu,52.93
Production,Hospital,Q4,July,California,Los-Angeles,53.51
Production,Hospital,Q3,August,California,Malibu,54.71
Production,Hospital,Q4,October,California,Los-Angeles,55.7
Production,Hospital,Q3,December,California,Malibu,56.9
Production,Hospital,Q4,September,California,Los-Angeles,73.72
Service,Hotel,Q3,September,California,Malibu,74.58
Service,Hotel,Q4,July,California,Los-Angeles,77.31
Service,Hotel,Q3,August,California,Malibu,87.76
Service,Hotel,Q4,October,California,Los-Angeles,87.35
Service,Hotel,Q3,December,California,Malibu,89.55
Service,Hotel,Q4,September,California,Los-Angeles,88.12
Residential,Apartment,Q3,September,California,Malibu,91.59
Residential,Apartment,Q4,July,California,Los-Angeles,90.35
Residential,Apartment,Q3,August,California,Malibu,95.49
Residential,Apartment,Q4,October,California,Los-Angeles,98.39
Residential,Apartment,Q3,December,California,Malibu,99.44
Residential,Apartment,Q4,September,California,Los-Angeles,99.31
