Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Male,2017,Q2,Drowning,Fatal,32.56
Male,2017,Q2,Traffic,Slight,97.48
Male,2017,Q2,Fire,Serious,65.15
Male,2016,Q1,Drowning,Fatal,75.15
Male,2016,Q1,Traffic,Slight,11.92
Male,2016,Q1,Fire,Serious,45.49
Male,2020,Q2,Drowning,Fatal,30.37
Male,2020,Q2,Traffic,Slight,16.87
Male,2020,Q2,Fire,Serious,82.51
Male,2017,Q1,Drowning,Fatal,21.62
Male,2017,Q1,Traffic,Slight,21.82
Male,2017,Q1,Fire,Serious,54.76
Male,2016,Q2,Drowning,Fatal,88.87
Male,2016,Q2,Traffic,Slight,55.53
Male,2016,Q2,Fire,Serious,56.18
Male,2020,Q1,Drowning,Fatal,91.0
Male,2020,Q1,Traffic,Slight,93.08
Male,2020,Q1,Fire,Serious,62.3
