Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Minnesota,Minneapolis,Humidity,Medium,2.74
2015,Minnesota,Minneapolis,Temperature,Low,3.41
2015,Minnesota,Minneapolis,Humidity,High,5.13
2015,Minnesota,Minneapolis,Temperature,11-20,7.01
2015,Minnesota,Minneapolis,Humidity,21-30,8.46
2015,Minnesota,Minneapolis,Temperature,31-40,9.15
2019,Massachusetts,Rochester,Humidity,Medium,9.44
2019,Massachusetts,Rochester,Temperature,Low,8.12
2019,Massachusetts,Rochester,Humidity,High,12.13
2019,Massachusetts,Rochester,Temperature,11-20,9.06
2019,Massachusetts,Rochester,Humidity,21-30,14.63
2019,Massachusetts,Rochester,Temperature,31-40,9.47
2015,Minnesota,Cambridge,Humidity,Medium,16.91
2015,Minnesota,Cambridge,Temperature,Low,12.45
2015,Minnesota,Cambridge,Humidity,High,18.24
2015,Minnesota,Cambridge,Temperature,11-20,18.45
2015,Minnesota,Cambridge,Humidity,21-30,20.99
2015,Minnesota,Cambridge,Temperature,31-40,20.69
2019,Massachusetts,Lenox,Humidity,Medium,23.68
2019,Massachusetts,Lenox,Temperature,Low,23.8
2019,Massachusetts,Lenox,Humidity,High,26.61
2019,Massachusetts,Lenox,Temperature,11-20,27.76
2019,Massachusetts,Lenox,Humidity,21-30,27.48
2019,Massachusetts,Lenox,Temperature,31-40,12.49
