Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2022,Q1,Beverage,Juice,902.82
Export,2022,Q1,Cereals,Coffee,789.36
Export,2022,Q1,Dairy,Tea,281.94
Export,2022,Q1,Beverage,Rice,668.6
Export,2022,Q1,Cereals,Soybeans,925.19
Export,2022,Q1,Dairy,Wheat,671.34
Export,2022,Q1,Beverage,Cream,163.17
Export,2022,Q1,Cereals,Cheese,554.88
Export,2022,Q1,Dairy,Juice,178.81
Export,2015,Q1,Beverage,Juice,437.18
Export,2015,Q1,Cereals,Coffee,184.42
Export,2015,Q1,Dairy,Tea,829.49
Export,2015,Q1,Beverage,Rice,324.14
Export,2015,Q1,Cereals,Soybeans,964.88
Export,2015,Q1,Dairy,Wheat,326.38
Export,2015,Q1,Beverage,Cream,459.65
Export,2015,Q1,Cereals,Cheese,335.22
Export,2015,Q1,Dairy,Juice,975.77
Export,2022,Q1,Beverage,Juice,465.42
Export,2022,Q1,Cereals,Coffee,722.93
Export,2022,Q1,Dairy,Tea,849.79
Export,2022,Q1,Beverage,Rice,981.08
Export,2022,Q1,Cereals,Soybeans,853.43
Export,2022,Q1,Dairy,Wheat,88.41
Export,2022,Q1,Beverage,Cream,345.21
Export,2022,Q1,Cereals,Cheese,987.93
Export,2022,Q1,Dairy,Juice,121.31
Export,2015,Q1,Beverage,Juice,613.07
Export,2015,Q1,Cereals,Coffee,617.75
Export,2015,Q1,Dairy,Tea,105.65
Export,2015,Q1,Beverage,Rice,105.75
Export,2015,Q1,Cereals,Soybeans,876.08
Export,2015,Q1,Dairy,Wheat,242.23
Export,2015,Q1,Beverage,Cream,505.43
Export,2015,Q1,Cereals,Cheese,762.99
Export,2015,Q1,Dairy,Juice,766.27
