State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Michigan,Flint,Soil,Industrial,18.63
Michigan,Flint,Water,Inferior Irrigation,-0.01
Michigan,Flint,Soil,Groundwater,24.67
Michigan,Flint,Water,Oxygen-depletion,25.27
Michigan,Flint,Soil,Surface water,28.65
Michigan,Flint,Water,Industrial,32.14
Minnesota,Port Huron,Soil,Industrial,-96.62
Minnesota,Port Huron,Water,Inferior Irrigation,40.09
Minnesota,Port Huron,Soil,Groundwater,-88.03
Minnesota,Port Huron,Water,Oxygen-depletion,-85.01
Minnesota,Port Huron,Soil,Surface water,-82.03
Minnesota,Port Huron,Water,Industrial,-81.25
Maryland,Hastings,Soil,Industrial,46.41
Maryland,Hastings,Water,Inferior Irrigation,49.16
Maryland,Hastings,Soil,Groundwater,50.24
Maryland,Hastings,Water,Oxygen-depletion,-82.73
Maryland,Hastings,Soil,Surface water,55.02
Maryland,Hastings,Water,Industrial,-71.31
Michigan,Minneapolis,Soil,Industrial,62.05
Michigan,Minneapolis,Water,Inferior Irrigation,-65.56
Michigan,Minneapolis,Soil,Groundwater,67.09
Michigan,Minneapolis,Water,Oxygen-depletion,73.53
Michigan,Minneapolis,Soil,Surface water,75.27
Michigan,Minneapolis,Water,Industrial,-49.63
Minnesota,Aberdeen,Soil,Industrial,81.92
Minnesota,Aberdeen,Water,Inferior Irrigation,82.35
Minnesota,Aberdeen,Soil,Groundwater,84.59
Minnesota,Aberdeen,Water,Oxygen-depletion,-41.24
Minnesota,Aberdeen,Soil,Surface water,-36.6
Minnesota,Aberdeen,Water,Industrial,92.53
Maryland,Baltimore,Soil,Industrial,-29.73
Maryland,Baltimore,Water,Inferior Irrigation,-23.12
Maryland,Baltimore,Soil,Groundwater,-22.64
Maryland,Baltimore,Water,Oxygen-depletion,-18.37
Maryland,Baltimore,Soil,Surface water,-17.1
Maryland,Baltimore,Water,Industrial,-8.91
