State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Portland,Water,Groundwater,1.05
Oregon,Portland,Soil,Surface water,4.38
Oregon,Portland,Air,Industrial,5.06
Oregon,Portland,Water,Solid Waste,4.11
Oregon,Portland,Soil,Inferior Irrigation,7.25
Oregon,Portland,Air,Inorganic Fertilizers,8.53
Oregon,Portland,Water,Light,10.76
Oregon,Portland,Soil,Noise,11.35
Oregon,Portland,Air,Thermal,11.2
Oregon,Portland,Water,Groundwater,15.92
Oregon,Portland,Soil,Surface water,16.33
Oregon,Portland,Air,Industrial,15.83
Massachusetts,Redmond,Water,Groundwater,16.71
Massachusetts,Redmond,Soil,Surface water,21.47
Massachusetts,Redmond,Air,Industrial,22.68
Massachusetts,Redmond,Water,Solid Waste,45.59
Massachusetts,Redmond,Soil,Inferior Irrigation,46.29
Massachusetts,Redmond,Air,Inorganic Fertilizers,45.52
Massachusetts,Redmond,Water,Light,47.99
Massachusetts,Redmond,Soil,Noise,49.91
Massachusetts,Redmond,Air,Thermal,50.92
Massachusetts,Redmond,Water,Groundwater,53.33
Massachusetts,Redmond,Soil,Surface water,67.53
Massachusetts,Redmond,Air,Industrial,77.01
Nevada,Lenox,Water,Groundwater,78.35
Nevada,Lenox,Soil,Surface water,81.73
Nevada,Lenox,Air,Industrial,82.16
Nevada,Lenox,Water,Solid Waste,89.42
Nevada,Lenox,Soil,Inferior Irrigation,93.45
Nevada,Lenox,Air,Inorganic Fertilizers,95.16
Nevada,Lenox,Water,Light,97.17
Nevada,Lenox,Soil,Noise,97.9
Nevada,Lenox,Air,Thermal,99.8
Nevada,Lenox,Water,Groundwater,99.85
Nevada,Lenox,Soil,Surface water,-2.81
Nevada,Lenox,Air,Industrial,0.4
Oregon,Boston,Water,Groundwater,0.33
Oregon,Boston,Soil,Surface water,-94.88
Oregon,Boston,Air,Industrial,-93.27
Oregon,Boston,Water,Solid Waste,-92.84
Oregon,Boston,Soil,Inferior Irrigation,-91.23
Oregon,Boston,Air,Inorganic Fertilizers,-80.83
Oregon,Boston,Water,Light,-79.75
Oregon,Boston,Soil,Noise,-78.09
Oregon,Boston,Air,Thermal,-76.76
Oregon,Boston,Water,Groundwater,-74.32
Oregon,Boston,Soil,Surface water,-74.47
Oregon,Boston,Air,Industrial,-74.33
Massachusetts,Cambridge,Water,Groundwater,-68.41
Massachusetts,Cambridge,Soil,Surface water,-66.49
Massachusetts,Cambridge,Air,Industrial,-65.19
Massachusetts,Cambridge,Water,Solid Waste,-63.51
Massachusetts,Cambridge,Soil,Inferior Irrigation,-60.26
Massachusetts,Cambridge,Air,Inorganic Fertilizers,-60.27
Massachusetts,Cambridge,Water,Light,-59.54
Massachusetts,Cambridge,Soil,Noise,-55.65
Massachusetts,Cambridge,Air,Thermal,-54.15
Massachusetts,Cambridge,Water,Groundwater,-53.28
Massachusetts,Cambridge,Soil,Surface water,-52.16
Massachusetts,Cambridge,Air,Industrial,-52.92
Nevada,Las Vegas,Water,Groundwater,-51.19
Nevada,Las Vegas,Soil,Surface water,-49.0
Nevada,Las Vegas,Air,Industrial,-54.42
Nevada,Las Vegas,Water,Solid Waste,-48.96
Nevada,Las Vegas,Soil,Inferior Irrigation,-46.62
Nevada,Las Vegas,Air,Inorganic Fertilizers,-44.16
Nevada,Las Vegas,Water,Light,-35.05
Nevada,Las Vegas,Soil,Noise,-35.03
Nevada,Las Vegas,Air,Thermal,-33.71
Nevada,Las Vegas,Water,Groundwater,-32.79
Nevada,Las Vegas,Soil,Surface water,-31.82
Nevada,Las Vegas,Air,Industrial,-29.69
Oregon,Reno,Water,Groundwater,-28.02
Oregon,Reno,Soil,Surface water,-28.3
Oregon,Reno,Air,Industrial,-25.08
Oregon,Reno,Water,Solid Waste,-25.06
Oregon,Reno,Soil,Inferior Irrigation,-24.79
Oregon,Reno,Air,Inorganic Fertilizers,-22.01
Oregon,Reno,Water,Light,-22.02
Oregon,Reno,Soil,Noise,-24.03
Oregon,Reno,Air,Thermal,-12.82
Oregon,Reno,Water,Groundwater,-8.06
Oregon,Reno,Soil,Surface water,-6.12
Oregon,Reno,Air,Industrial,-2.25
