Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q2,June,0.42
Culture,Museum,Q4,May,2.95
Culture,Museum,Q2,April,7.75
Culture,Museum,Q4,December,9.99
Culture,Museum,Q2,October,10.23
Culture,Museum,Q4,June,13.72
Production,Theatre,Q2,June,15.05
Production,Theatre,Q4,May,16.55
Production,Theatre,Q2,April,20.54
Production,Theatre,Q4,December,20.47
Production,Theatre,Q2,October,22.79
Production,Theatre,Q4,June,23.26
Service,Workshop,Q2,June,29.99
Service,Workshop,Q4,May,30.68
Service,Workshop,Q2,April,31.48
Service,Workshop,Q4,December,32.1
Service,Workshop,Q2,October,29.72
Service,Workshop,Q4,June,34.59
Culture,Factory,Q2,June,35.73
Culture,Factory,Q4,May,37.6
Culture,Factory,Q2,April,38.09
Culture,Factory,Q4,December,43.98
Culture,Factory,Q2,October,47.37
Culture,Factory,Q4,June,48.16
Production,Administration,Q2,June,54.86
Production,Administration,Q4,May,59.22
Production,Administration,Q2,April,61.95
Production,Administration,Q4,December,63.97
Production,Administration,Q2,October,69.44
Production,Administration,Q4,June,70.13
Service,School,Q2,June,72.71
Service,School,Q4,May,72.52
Service,School,Q2,April,78.47
Service,School,Q4,December,80.52
Service,School,Q2,October,82.28
Service,School,Q4,June,83.56
Culture,Library,Q2,June,85.88
Culture,Library,Q4,May,86.08
Culture,Library,Q2,April,91.09
Culture,Library,Q4,December,95.67
Culture,Library,Q2,October,96.23
Culture,Library,Q4,June,98.76
