Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Illinois,Champaign,Humidity,High,0.41
2018,Illinois,Champaign,Wind,Low,1.36
2018,Illinois,Champaign,Humidity,Medium,1.97
2018,Illinois,Champaign,Wind,Storm,3.03
2018,Illinois,Champaign,Humidity,Breeze,4.25
2018,Illinois,Champaign,Wind,Calm,5.43
2019,Massachusetts,Chicago,Humidity,High,5.95
2019,Massachusetts,Chicago,Wind,Low,7.03
2019,Massachusetts,Chicago,Humidity,Medium,2.13
2019,Massachusetts,Chicago,Wind,Storm,5.33
2019,Massachusetts,Chicago,Humidity,Breeze,10.58
2019,Massachusetts,Chicago,Wind,Calm,11.94
2018,Illinois,Lenox,Humidity,High,10.85
2018,Illinois,Lenox,Wind,Low,10.8
2018,Illinois,Lenox,Humidity,Medium,5.11
2018,Illinois,Lenox,Wind,Storm,9.85
2018,Illinois,Lenox,Humidity,Breeze,12.43
2018,Illinois,Lenox,Wind,Calm,17.81
2019,Massachusetts,Cambridge,Humidity,High,17.64
2019,Massachusetts,Cambridge,Wind,Low,22.69
2019,Massachusetts,Cambridge,Humidity,Medium,23.96
2019,Massachusetts,Cambridge,Wind,Storm,24.3
2019,Massachusetts,Cambridge,Humidity,Breeze,24.48
2019,Massachusetts,Cambridge,Wind,Calm,26.13
2018,Illinois,Boston,Humidity,High,25.34
2018,Illinois,Boston,Wind,Low,26.1
2018,Illinois,Boston,Humidity,Medium,24.14
2018,Illinois,Boston,Wind,Storm,26.54
2018,Illinois,Boston,Humidity,Breeze,27.75
2018,Illinois,Boston,Wind,Calm,5.36
