Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q3,August,4.77
Culture,Theatre,Q2,September,5.09
Culture,Theatre,Q3,April,10.96
Culture,Theatre,Q2,May,12.21
Culture,Theatre,Q3,June,13.06
Culture,Theatre,Q2,August,16.86
Residential,Concert,Q3,August,16.65
Residential,Concert,Q2,September,31.48
Residential,Concert,Q3,April,40.3
Residential,Concert,Q2,May,43.45
Residential,Concert,Q3,June,45.17
Residential,Concert,Q2,August,46.07
Culture,Museum,Q3,August,48.9
Culture,Museum,Q2,September,48.33
Culture,Museum,Q3,April,50.5
Culture,Museum,Q2,May,52.29
Culture,Museum,Q3,June,52.63
Culture,Museum,Q2,August,53.08
Residential,Apartment,Q3,August,57.36
Residential,Apartment,Q2,September,69.61
Residential,Apartment,Q3,April,70.83
Residential,Apartment,Q2,May,72.39
Residential,Apartment,Q3,June,73.29
Residential,Apartment,Q2,August,73.53
Culture,Hotel,Q3,August,75.42
Culture,Hotel,Q2,September,75.23
Culture,Hotel,Q3,April,77.03
Culture,Hotel,Q2,May,83.68
Culture,Hotel,Q3,June,83.37
Culture,Hotel,Q2,August,86.24
Residential,House,Q3,August,88.78
Residential,House,Q2,September,90.42
Residential,House,Q3,April,93.53
Residential,House,Q2,May,94.21
Residential,House,Q3,June,97.78
Residential,House,Q2,August,99.42
