Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2022,Q1,Cereals,Wheat,386.1
Export,2022,Q1,Meat,Seeds,517.18
Export,2022,Q1,Beverage,Corn,901.81
Export,2022,Q1,Cereals,Beef,267.57
Export,2022,Q1,Meat,Camel,396.1
Export,2022,Q1,Beverage,Juice,395.09
Export,2022,Q1,Cereals,Coffee,783.6
Export,2022,Q1,Meat,Wheat,146.95
Export,2022,Q1,Beverage,Seeds,20.46
Export,2016,Q1,Cereals,Wheat,278.7
Export,2016,Q1,Meat,Seeds,153.46
Export,2016,Q1,Beverage,Corn,153.81
Export,2016,Q1,Cereals,Beef,158.33
Export,2016,Q1,Meat,Camel,798.72
Export,2016,Q1,Beverage,Juice,671.68
Export,2016,Q1,Cereals,Coffee,40.78
Export,2016,Q1,Meat,Wheat,296.04
Export,2016,Q1,Beverage,Seeds,815.76
Export,2021,Q1,Cereals,Wheat,944.43
Export,2021,Q1,Meat,Seeds,434.29
Export,2021,Q1,Beverage,Corn,59.84
Export,2021,Q1,Cereals,Beef,189.14
Export,2021,Q1,Meat,Camel,318.32
Export,2021,Q1,Beverage,Juice,829.71
Export,2021,Q1,Cereals,Coffee,61.29
Export,2021,Q1,Meat,Wheat,579.79
Export,2021,Q1,Beverage,Seeds,325.7
Export,2022,Q1,Cereals,Wheat,328.07
Export,2022,Q1,Meat,Seeds,841.72
Export,2022,Q1,Beverage,Corn,714.82
Export,2022,Q1,Cereals,Beef,456.9
Export,2022,Q1,Meat,Camel,589.93
Export,2022,Q1,Beverage,Juice,976.68
Export,2022,Q1,Cereals,Coffee,341.62
Export,2022,Q1,Meat,Wheat,854.2
Export,2022,Q1,Beverage,Seeds,984.77
Export,2016,Q1,Cereals,Wheat,91.4
Export,2016,Q1,Meat,Seeds,861.39
Export,2016,Q1,Beverage,Corn,94.54
Export,2016,Q1,Cereals,Beef,95.99
Export,2016,Q1,Meat,Camel,867.82
Export,2016,Q1,Beverage,Juice,357.87
Export,2016,Q1,Cereals,Coffee,107.24
Export,2016,Q1,Meat,Wheat,505.98
Export,2016,Q1,Beverage,Seeds,250.99
