Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Nevada,Boulder City,Wind,Calm,0.35
2018,Nevada,Boulder City,Humidity,Breeze,1.67
2018,Nevada,Boulder City,Wind,Low,2.75
2018,Nevada,Boulder City,Humidity,Medium,4.98
2022,Oregon,Las Vegas,Wind,Calm,6.67
2022,Oregon,Las Vegas,Humidity,Breeze,7.36
2022,Oregon,Las Vegas,Wind,Low,7.04
2022,Oregon,Las Vegas,Humidity,Medium,9.81
2018,Illinois,Redmond,Wind,Calm,10.71
2018,Illinois,Redmond,Humidity,Breeze,11.13
2018,Illinois,Redmond,Wind,Low,11.41
2018,Illinois,Redmond,Humidity,Medium,13.8
2022,Nevada,Portland,Wind,Calm,14.59
2022,Nevada,Portland,Humidity,Breeze,15.11
2022,Nevada,Portland,Wind,Low,15.46
2022,Nevada,Portland,Humidity,Medium,13.03
2018,Oregon,Springfield,Wind,Calm,19.9
2018,Oregon,Springfield,Humidity,Breeze,21.19
2018,Oregon,Springfield,Wind,Low,22.05
2018,Oregon,Springfield,Humidity,Medium,22.71
2022,Illinois,Chicago,Wind,Calm,25.98
2022,Illinois,Chicago,Humidity,Breeze,25.97
2022,Illinois,Chicago,Wind,Low,27.0
2022,Illinois,Chicago,Humidity,Medium,26.7
