State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Michigan,Flint,Air,Noise,1.78
Michigan,Flint,Water,Thermal,2.75
Michigan,Flint,Soil,Chemical,3.21
Michigan,Flint,Air,Oxygen-depletion,4.04
Michigan,Flint,Water,Groundwater,4.54
Michigan,Flint,Soil,Surface water,6.52
Michigan,Flint,Air,Solid Waste,3.52
Michigan,Flint,Water,Industrial,9.57
Michigan,Flint,Soil,Noise,13.14
Michigan,Flint,Air,Thermal,15.06
Michigan,Flint,Water,Chemical,20.77
Michigan,Flint,Soil,Oxygen-depletion,25.99
Florida,Port Huron,Air,Noise,26.74
Florida,Port Huron,Water,Thermal,29.31
Florida,Port Huron,Soil,Chemical,-98.58
Florida,Port Huron,Air,Oxygen-depletion,29.29
Florida,Port Huron,Water,Groundwater,-99.42
Florida,Port Huron,Soil,Surface water,-96.11
Florida,Port Huron,Air,Solid Waste,-94.86
Florida,Port Huron,Water,Industrial,35.77
Florida,Port Huron,Soil,Noise,35.57
Florida,Port Huron,Air,Thermal,-90.29
Florida,Port Huron,Water,Chemical,39.6
Florida,Port Huron,Soil,Oxygen-depletion,-89.39
Minnesota,Fort Lauderdale,Air,Noise,-87.56
Minnesota,Fort Lauderdale,Water,Thermal,41.37
Minnesota,Fort Lauderdale,Soil,Chemical,-4.81
Minnesota,Fort Lauderdale,Air,Oxygen-depletion,-83.99
Minnesota,Fort Lauderdale,Water,Groundwater,0.04
Minnesota,Fort Lauderdale,Soil,Surface water,-75.04
Minnesota,Fort Lauderdale,Air,Solid Waste,54.98
Minnesota,Fort Lauderdale,Water,Industrial,-73.12
Minnesota,Fort Lauderdale,Soil,Noise,-2.2
Minnesota,Fort Lauderdale,Air,Thermal,57.42
Minnesota,Fort Lauderdale,Water,Chemical,58.06
Minnesota,Fort Lauderdale,Soil,Oxygen-depletion,-70.63
Michigan,Tampa,Air,Noise,-68.65
Michigan,Tampa,Water,Thermal,61.21
Michigan,Tampa,Soil,Chemical,-65.86
Michigan,Tampa,Air,Oxygen-depletion,-63.48
Michigan,Tampa,Water,Groundwater,66.63
Michigan,Tampa,Soil,Surface water,66.51
Michigan,Tampa,Air,Solid Waste,68.26
Michigan,Tampa,Water,Industrial,69.77
Michigan,Tampa,Soil,Noise,68.84
Michigan,Tampa,Air,Thermal,-55.46
Michigan,Tampa,Water,Chemical,-53.79
Michigan,Tampa,Soil,Oxygen-depletion,-52.05
Florida,Hastings,Air,Noise,-48.1
Florida,Hastings,Water,Thermal,82.72
Florida,Hastings,Soil,Chemical,85.46
Florida,Hastings,Air,Oxygen-depletion,-39.87
Florida,Hastings,Water,Groundwater,91.61
Florida,Hastings,Soil,Surface water,91.07
Florida,Hastings,Air,Solid Waste,-35.77
Florida,Hastings,Water,Industrial,97.67
Florida,Hastings,Soil,Noise,-31.04
Florida,Hastings,Air,Thermal,-30.78
Florida,Hastings,Water,Chemical,-26.35
Florida,Hastings,Soil,Oxygen-depletion,-18.03
Minnesota,Rochester,Air,Noise,-16.48
Minnesota,Rochester,Water,Thermal,-15.19
Minnesota,Rochester,Soil,Chemical,-15.61
Minnesota,Rochester,Air,Oxygen-depletion,-13.26
Minnesota,Rochester,Water,Groundwater,-11.34
Minnesota,Rochester,Soil,Surface water,-10.76
Minnesota,Rochester,Air,Solid Waste,-9.64
Minnesota,Rochester,Water,Industrial,-8.44
Minnesota,Rochester,Soil,Noise,-4.87
Minnesota,Rochester,Air,Thermal,-3.64
Minnesota,Rochester,Water,Chemical,-2.78
Minnesota,Rochester,Soil,Oxygen-depletion,-1.73
