Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2018,Dairy,Butter,832.09
Export,2018,Beverage,Milk,34.9
Export,2018,Dairy,Coffee,131.84
Export,2018,Beverage,Soda,675.25
Export,2020,Dairy,Butter,631.22
Export,2020,Beverage,Milk,44.09
Export,2020,Dairy,Coffee,780.49
Export,2020,Beverage,Soda,303.8
Export,2017,Dairy,Butter,145.13
Export,2017,Beverage,Milk,339.74
Export,2017,Dairy,Coffee,148.22
Export,2017,Beverage,Soda,87.44
Export,2018,Dairy,Butter,887.35
Export,2018,Beverage,Milk,602.23
Export,2018,Dairy,Coffee,572.31
Export,2018,Beverage,Soda,733.91
