Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2020,Q1,Dairy,Butter,134.52
Import,2020,Q1,Beverage,Yoghurt,648.54
Import,2020,Q1,Dairy,Milk,777.5
Import,2020,Q1,Beverage,Tea,267.23
Import,2020,Q1,Dairy,Coffee,783.57
Import,2020,Q1,Beverage,Butter,24.94
Import,2019,Q1,Dairy,Butter,410.25
Import,2019,Q1,Beverage,Yoghurt,548.27
Import,2019,Q1,Dairy,Milk,934.05
Import,2019,Q1,Beverage,Tea,46.25
Import,2019,Q1,Dairy,Coffee,303.34
Import,2019,Q1,Beverage,Butter,563.19
Import,2016,Q1,Dairy,Butter,950.79
Import,2016,Q1,Beverage,Yoghurt,187.1
Import,2016,Q1,Dairy,Milk,700.32
Import,2016,Q1,Beverage,Tea,69.95
Import,2016,Q1,Dairy,Coffee,839.59
Import,2016,Q1,Beverage,Butter,712.51
Import,2020,Q1,Dairy,Butter,583.37
Import,2020,Q1,Beverage,Yoghurt,715.3
Import,2020,Q1,Dairy,Milk,204.72
Import,2020,Q1,Beverage,Tea,720.13
Import,2020,Q1,Dairy,Coffee,340.59
Import,2020,Q1,Beverage,Butter,982.74
Import,2019,Q1,Dairy,Butter,216.99
Import,2019,Q1,Beverage,Yoghurt,219.68
Import,2019,Q1,Dairy,Milk,479.08
Import,2019,Q1,Beverage,Tea,615.74
Import,2019,Q1,Dairy,Coffee,878.95
Import,2019,Q1,Beverage,Butter,239.87
