Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q4,November,0.36
Service,Hospital,Q3,December,0.34
Service,Hospital,Q1,July,2.68
Service,Hospital,Q4,September,3.14
Service,Hospital,Q3,August,4.96
Service,Hospital,Q1,February,1.07
Service,Hospital,Q4,January,3.88
Service,Hospital,Q3,March,7.37
Service,Hospital,Q1,November,8.45
Culture,Administration,Q4,November,9.08
Culture,Administration,Q3,December,4.07
Culture,Administration,Q1,July,14.68
Culture,Administration,Q4,September,15.13
Culture,Administration,Q3,August,17.21
Culture,Administration,Q1,February,18.14
Culture,Administration,Q4,January,19.42
Culture,Administration,Q3,March,20.83
Culture,Administration,Q1,November,21.09
Production,Theatre,Q4,November,22.02
Production,Theatre,Q3,December,24.25
Production,Theatre,Q1,July,27.01
Production,Theatre,Q4,September,28.59
Production,Theatre,Q3,August,29.57
Production,Theatre,Q1,February,30.73
Production,Theatre,Q4,January,30.88
Production,Theatre,Q3,March,0.77
Production,Theatre,Q1,November,35.03
Service,Concert,Q4,November,36.74
Service,Concert,Q3,December,38.52
Service,Concert,Q1,July,39.14
Service,Concert,Q4,September,40.9
Service,Concert,Q3,August,41.58
Service,Concert,Q1,February,41.13
Service,Concert,Q4,January,43.79
Service,Concert,Q3,March,40.08
Service,Concert,Q1,November,49.21
Culture,Museum,Q4,November,49.96
Culture,Museum,Q3,December,53.55
Culture,Museum,Q1,July,55.4
Culture,Museum,Q4,September,57.14
Culture,Museum,Q3,August,61.68
Culture,Museum,Q1,February,62.42
Culture,Museum,Q4,January,66.79
Culture,Museum,Q3,March,67.02
Culture,Museum,Q1,November,67.56
Production,Workshop,Q4,November,69.93
Production,Workshop,Q3,December,72.35
Production,Workshop,Q1,July,75.83
Production,Workshop,Q4,September,76.67
Production,Workshop,Q3,August,77.87
Production,Workshop,Q1,February,78.68
Production,Workshop,Q4,January,79.38
Production,Workshop,Q3,March,80.06
Production,Workshop,Q1,November,81.25
Service,Factory,Q4,November,82.2
Service,Factory,Q3,December,79.64
Service,Factory,Q1,July,86.07
Service,Factory,Q4,September,88.87
Service,Factory,Q3,August,90.43
Service,Factory,Q1,February,91.25
Service,Factory,Q4,January,95.52
Service,Factory,Q3,March,96.12
Service,Factory,Q1,November,98.81
