State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Michigan,Port Huron,2016,Air,Thermal,4.27
Michigan,Port Huron,2016,Water,Noise,6.47
Michigan,Port Huron,2016,Soil,Light,9.29
Michigan,Port Huron,2016,Air,Surface water,17.25
Michigan,Port Huron,2016,Water,Chemical,18.44
Michigan,Port Huron,2016,Soil,Oxygen-depletion,19.36
Michigan,Port Huron,2016,Air,Industrial,21.5
Michigan,Port Huron,2016,Water,Inorganic Fertilizers,22.8
Michigan,Port Huron,2016,Soil,Urban Activities,22.74
Minnesota,Flint,2018,Air,Thermal,22.58
Minnesota,Flint,2018,Water,Noise,25.24
Minnesota,Flint,2018,Soil,Light,29.67
Minnesota,Flint,2018,Air,Surface water,-98.83
Minnesota,Flint,2018,Water,Chemical,-96.14
Minnesota,Flint,2018,Soil,Oxygen-depletion,32.75
Minnesota,Flint,2018,Air,Industrial,-6.44
Minnesota,Flint,2018,Water,Inorganic Fertilizers,-6.36
Minnesota,Flint,2018,Soil,Urban Activities,-92.26
Illinois,Detroit,2017,Air,Thermal,37.0
Illinois,Detroit,2017,Water,Noise,40.69
Illinois,Detroit,2017,Soil,Light,-87.16
Illinois,Detroit,2017,Air,Surface water,-86.11
Illinois,Detroit,2017,Water,Chemical,46.73
Illinois,Detroit,2017,Soil,Oxygen-depletion,46.3
Illinois,Detroit,2017,Air,Industrial,-80.95
Illinois,Detroit,2017,Water,Inorganic Fertilizers,-80.23
Illinois,Detroit,2017,Soil,Urban Activities,-78.1
Michigan,Hastings,2016,Air,Thermal,-76.77
Michigan,Hastings,2016,Water,Noise,52.93
Michigan,Hastings,2016,Soil,Light,-73.09
Michigan,Hastings,2016,Air,Surface water,-70.43
Michigan,Hastings,2016,Water,Chemical,59.72
Michigan,Hastings,2016,Soil,Oxygen-depletion,-69.15
Michigan,Hastings,2016,Air,Industrial,88.4
Michigan,Hastings,2016,Water,Inorganic Fertilizers,62.36
Michigan,Hastings,2016,Soil,Urban Activities,-66.09
Minnesota,Minneapolis,2018,Air,Thermal,63.36
Minnesota,Minneapolis,2018,Water,Noise,-63.31
Minnesota,Minneapolis,2018,Soil,Light,65.79
Minnesota,Minneapolis,2018,Air,Surface water,-61.53
Minnesota,Minneapolis,2018,Water,Chemical,-56.98
Minnesota,Minneapolis,2018,Soil,Oxygen-depletion,-55.42
Minnesota,Minneapolis,2018,Air,Industrial,74.93
Minnesota,Minneapolis,2018,Water,Inorganic Fertilizers,74.52
Minnesota,Minneapolis,2018,Soil,Urban Activities,76.85
Illinois,Rochester,2017,Air,Thermal,-1.28
Illinois,Rochester,2017,Water,Noise,-50.56
Illinois,Rochester,2017,Soil,Light,81.01
Illinois,Rochester,2017,Air,Surface water,81.95
Illinois,Rochester,2017,Water,Chemical,-43.34
Illinois,Rochester,2017,Soil,Oxygen-depletion,-41.94
Illinois,Rochester,2017,Air,Industrial,-40.3
Illinois,Rochester,2017,Water,Inorganic Fertilizers,-39.45
Illinois,Rochester,2017,Soil,Urban Activities,-39.59
Michigan,Springfield,2016,Air,Thermal,-37.46
Michigan,Springfield,2016,Water,Noise,92.14
Michigan,Springfield,2016,Soil,Light,-36.74
Michigan,Springfield,2016,Air,Surface water,94.3
Michigan,Springfield,2016,Water,Chemical,89.41
Michigan,Springfield,2016,Soil,Oxygen-depletion,-36.65
Michigan,Springfield,2016,Air,Industrial,97.75
Michigan,Springfield,2016,Water,Inorganic Fertilizers,98.84
Michigan,Springfield,2016,Soil,Urban Activities,-31.79
Minnesota,Champaign,2018,Air,Thermal,-27.93
Minnesota,Champaign,2018,Water,Noise,-17.52
Minnesota,Champaign,2018,Soil,Light,-13.07
Minnesota,Champaign,2018,Air,Surface water,-11.09
Minnesota,Champaign,2018,Water,Chemical,-11.83
Minnesota,Champaign,2018,Soil,Oxygen-depletion,-10.66
Minnesota,Champaign,2018,Air,Industrial,-6.58
Minnesota,Champaign,2018,Water,Inorganic Fertilizers,-4.65
Minnesota,Champaign,2018,Soil,Urban Activities,-1.77
