Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q4,October,3.52
Production,Factory,Q2,November,4.86
Production,Factory,Q1,December,4.58
Production,Factory,Q4,June,3.63
Production,Factory,Q2,April,7.22
Production,Factory,Q1,May,8.81
Production,Factory,Q4,February,9.32
Production,Factory,Q2,January,8.02
Production,Factory,Q1,March,8.24
Culture,Workshop,Q4,October,12.95
Culture,Workshop,Q2,November,12.21
Culture,Workshop,Q1,December,11.91
Culture,Workshop,Q4,June,15.93
Culture,Workshop,Q2,April,16.68
Culture,Workshop,Q1,May,16.19
Culture,Workshop,Q4,February,16.62
Culture,Workshop,Q2,January,19.99
Culture,Workshop,Q1,March,20.2
Service,Theatre,Q4,October,19.87
Service,Theatre,Q2,November,21.08
Service,Theatre,Q1,December,28.69
Service,Theatre,Q4,June,29.42
Service,Theatre,Q2,April,33.06
Service,Theatre,Q1,May,33.58
Service,Theatre,Q4,February,36.16
Service,Theatre,Q2,January,37.6
Service,Theatre,Q1,March,36.67
Production,Museum,Q4,October,41.83
Production,Museum,Q2,November,46.31
Production,Museum,Q1,December,47.87
Production,Museum,Q4,June,51.27
Production,Museum,Q2,April,52.82
Production,Museum,Q1,May,53.61
Production,Museum,Q4,February,53.76
Production,Museum,Q2,January,52.07
Production,Museum,Q1,March,56.45
Culture,School,Q4,October,57.15
Culture,School,Q2,November,58.43
Culture,School,Q1,December,59.83
Culture,School,Q4,June,53.0
Culture,School,Q2,April,64.99
Culture,School,Q1,May,66.36
Culture,School,Q4,February,68.48
Culture,School,Q2,January,69.12
Culture,School,Q1,March,70.7
Service,Administration,Q4,October,70.5
Service,Administration,Q2,November,72.15
Service,Administration,Q1,December,73.41
Service,Administration,Q4,June,74.46
Service,Administration,Q2,April,73.8
Service,Administration,Q1,May,76.03
Service,Administration,Q4,February,77.56
Service,Administration,Q2,January,78.73
Service,Administration,Q1,March,79.3
Production,Hospital,Q4,October,84.9
Production,Hospital,Q2,November,85.72
Production,Hospital,Q1,December,87.55
Production,Hospital,Q4,June,88.34
Production,Hospital,Q2,April,90.23
Production,Hospital,Q1,May,5.3
Production,Hospital,Q4,February,95.78
Production,Hospital,Q2,January,96.82
Production,Hospital,Q1,March,98.43
