Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q4,November,7.25
Production,Factory,Q2,October,7.92
Production,Factory,Q4,December,14.13
Production,Factory,Q2,June,16.64
Production,Factory,Q4,April,17.38
Production,Factory,Q2,November,17.31
Service,Workshop,Q4,November,19.68
Service,Workshop,Q2,October,21.46
Service,Workshop,Q4,December,22.08
Service,Workshop,Q2,June,23.83
Service,Workshop,Q4,April,24.73
Service,Workshop,Q2,November,25.08
Production,Hospital,Q4,November,33.39
Production,Hospital,Q2,October,33.03
Production,Hospital,Q4,December,35.31
Production,Hospital,Q2,June,36.22
Production,Hospital,Q4,April,38.68
Production,Hospital,Q2,November,48.74
Service,School,Q4,November,49.22
Service,School,Q2,October,51.8
Service,School,Q4,December,54.2
Service,School,Q2,June,64.68
Service,School,Q4,April,67.44
Service,School,Q2,November,72.38
Production,Library,Q4,November,72.37
Production,Library,Q2,October,74.94
Production,Library,Q4,December,83.25
Production,Library,Q2,June,88.37
Production,Library,Q4,April,99.76
Production,Library,Q2,November,99.17
