Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2019,Cereals,Corn,260.95
Export,2019,Beverage,Soybeans,906.97
Export,2019,Cereals,Wheat,907.97
Export,2019,Beverage,Juice,780.36
Export,2019,Cereals,Coffee,909.13
Export,2019,Beverage,Corn,15.05
Export,2021,Cereals,Corn,531.31
Export,2021,Beverage,Soybeans,409.81
Export,2021,Cereals,Wheat,551.24
Export,2021,Beverage,Juice,307.81
Export,2021,Cereals,Coffee,701.28
Export,2021,Beverage,Corn,318.88
Export,2017,Cereals,Corn,703.17
Export,2017,Beverage,Soybeans,319.73
Export,2017,Cereals,Wheat,65.94
Export,2017,Beverage,Juice,709.0
Export,2017,Cereals,Coffee,840.04
Export,2017,Beverage,Corn,716.79
Export,2019,Cereals,Corn,598.89
Export,2019,Beverage,Soybeans,109.32
Export,2019,Cereals,Wheat,373.05
Export,2019,Beverage,Juice,893.91
Export,2019,Cereals,Coffee,126.94
Export,2019,Beverage,Corn,639.89
