Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q4,November,3.38
Production,Workshop,Q3,October,10.5
Production,Workshop,Q2,July,10.89
Production,Workshop,Q4,August,12.16
Production,Workshop,Q3,April,13.75
Production,Workshop,Q2,May,14.69
Culture,Factory,Q4,November,24.62
Culture,Factory,Q3,October,27.88
Culture,Factory,Q2,July,30.55
Culture,Factory,Q4,August,31.52
Culture,Factory,Q3,April,35.42
Culture,Factory,Q2,May,35.49
Production,Concert,Q4,November,39.84
Production,Concert,Q3,October,53.2
Production,Concert,Q2,July,60.38
Production,Concert,Q4,August,61.59
Production,Concert,Q3,April,68.4
Production,Concert,Q2,May,68.98
Culture,Museum,Q4,November,72.94
Culture,Museum,Q3,October,72.43
Culture,Museum,Q2,July,75.88
Culture,Museum,Q4,August,78.33
Culture,Museum,Q3,April,80.61
Culture,Museum,Q2,May,81.02
Production,Theatre,Q4,November,83.49
Production,Theatre,Q3,October,86.48
Production,Theatre,Q2,July,90.43
Production,Theatre,Q4,August,92.08
Production,Theatre,Q3,April,98.91
Production,Theatre,Q2,May,99.6
