Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q3,August,Minnesota,Hastings,4.96
Production,Factory,Q1,July,Minnesota,Minneapolis,9.38
Production,Factory,Q3,January,Minnesota,Hastings,9.78
Production,Factory,Q1,February,Minnesota,Minneapolis,11.38
Production,Factory,Q3,March,Minnesota,Hastings,13.5
Production,Factory,Q1,August,Minnesota,Minneapolis,14.47
Service,Workshop,Q3,August,Minnesota,Hastings,21.43
Service,Workshop,Q1,July,Minnesota,Minneapolis,23.53
Service,Workshop,Q3,January,Minnesota,Hastings,26.64
Service,Workshop,Q1,February,Minnesota,Minneapolis,29.44
Service,Workshop,Q3,March,Minnesota,Hastings,39.69
Service,Workshop,Q1,August,Minnesota,Minneapolis,41.59
Production,Library,Q3,August,Minnesota,Hastings,41.17
Production,Library,Q1,July,Minnesota,Minneapolis,45.33
Production,Library,Q3,January,Minnesota,Hastings,47.17
Production,Library,Q1,February,Minnesota,Minneapolis,50.89
Production,Library,Q3,March,Minnesota,Hastings,51.88
Production,Library,Q1,August,Minnesota,Minneapolis,52.99
Service,Administration,Q3,August,Minnesota,Hastings,55.13
Service,Administration,Q1,July,Minnesota,Minneapolis,56.1
Service,Administration,Q3,January,Minnesota,Hastings,61.8
Service,Administration,Q1,February,Minnesota,Minneapolis,66.76
Service,Administration,Q3,March,Minnesota,Hastings,72.16
Service,Administration,Q1,August,Minnesota,Minneapolis,75.27
Production,School,Q3,August,Minnesota,Hastings,78.39
Production,School,Q1,July,Minnesota,Minneapolis,82.75
Production,School,Q3,January,Minnesota,Hastings,82.51
Production,School,Q1,February,Minnesota,Minneapolis,95.75
Production,School,Q3,March,Minnesota,Hastings,96.11
Production,School,Q1,August,Minnesota,Minneapolis,95.9
