Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q1,March,0.25
Residential,Hotel,Q3,January,1.29
Residential,Hotel,Q2,February,3.82
Residential,Hotel,Q1,September,4.51
Residential,Hotel,Q3,August,5.63
Residential,Hotel,Q2,April,6.37
Residential,Hotel,Q1,May,4.85
Residential,Hotel,Q3,March,5.12
Residential,Hotel,Q2,January,12.77
Culture,Apartment,Q1,March,13.67
Culture,Apartment,Q3,January,14.26
Culture,Apartment,Q2,February,14.49
Culture,Apartment,Q1,September,13.68
Culture,Apartment,Q3,August,17.79
Culture,Apartment,Q2,April,17.8
Culture,Apartment,Q1,May,16.57
Culture,Apartment,Q3,March,20.01
Culture,Apartment,Q2,January,21.85
Production,House,Q1,March,22.65
Production,House,Q3,January,23.97
Production,House,Q2,February,24.68
Production,House,Q1,September,25.16
Production,House,Q3,August,26.37
Production,House,Q2,April,27.22
Production,House,Q1,May,19.73
Production,House,Q3,March,23.82
Production,House,Q2,January,30.28
Residential,Theatre,Q1,March,25.03
Residential,Theatre,Q3,January,28.64
Residential,Theatre,Q2,February,34.13
Residential,Theatre,Q1,September,35.33
Residential,Theatre,Q3,August,36.56
Residential,Theatre,Q2,April,34.1
Residential,Theatre,Q1,May,37.9
Residential,Theatre,Q3,March,39.92
Residential,Theatre,Q2,January,35.1
Culture,Concert,Q1,March,42.21
Culture,Concert,Q3,January,43.63
Culture,Concert,Q2,February,48.01
Culture,Concert,Q1,September,48.93
Culture,Concert,Q3,August,52.18
Culture,Concert,Q2,April,54.19
Culture,Concert,Q1,May,55.21
Culture,Concert,Q3,March,56.4
Culture,Concert,Q2,January,57.85
Production,Museum,Q1,March,58.43
Production,Museum,Q3,January,59.64
Production,Museum,Q2,February,56.32
Production,Museum,Q1,September,64.42
Production,Museum,Q3,August,65.98
Production,Museum,Q2,April,13.85
Production,Museum,Q1,May,64.77
Production,Museum,Q3,March,69.81
Production,Museum,Q2,January,71.17
Residential,Factory,Q1,March,71.44
Residential,Factory,Q3,January,72.9
Residential,Factory,Q2,February,73.69
Residential,Factory,Q1,September,75.73
Residential,Factory,Q3,August,76.39
Residential,Factory,Q2,April,80.69
Residential,Factory,Q1,May,81.64
Residential,Factory,Q3,March,82.16
Residential,Factory,Q2,January,83.92
Culture,Workshop,Q1,March,84.47
Culture,Workshop,Q3,January,86.52
Culture,Workshop,Q2,February,88.23
Culture,Workshop,Q1,September,88.07
Culture,Workshop,Q3,August,89.47
Culture,Workshop,Q2,April,92.83
Culture,Workshop,Q1,May,96.19
Culture,Workshop,Q3,March,97.14
Culture,Workshop,Q2,January,98.87
