Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q1,January,2.04
Residential,House,Q4,February,2.47
Residential,House,Q2,March,4.05
Residential,House,Q1,October,5.32
Residential,House,Q4,December,6.82
Residential,House,Q2,November,9.24
Residential,House,Q1,April,10.48
Residential,House,Q4,May,12.79
Residential,House,Q2,January,12.45
Service,Apartment,Q1,January,13.16
Service,Apartment,Q4,February,18.43
Service,Apartment,Q2,March,21.15
Service,Apartment,Q1,October,22.17
Service,Apartment,Q4,December,23.08
Service,Apartment,Q2,November,24.46
Service,Apartment,Q1,April,25.88
Service,Apartment,Q4,May,23.98
Service,Apartment,Q2,January,29.28
Residential,Hotel,Q1,January,29.93
Residential,Hotel,Q4,February,31.94
Residential,Hotel,Q2,March,31.39
Residential,Hotel,Q1,October,33.24
Residential,Hotel,Q4,December,33.3
Residential,Hotel,Q2,November,29.46
Residential,Hotel,Q1,April,31.35
Residential,Hotel,Q4,May,38.66
Residential,Hotel,Q2,January,39.46
Service,Administration,Q1,January,42.28
Service,Administration,Q4,February,42.52
Service,Administration,Q2,March,42.45
Service,Administration,Q1,October,46.29
Service,Administration,Q4,December,46.0
Service,Administration,Q2,November,50.96
Service,Administration,Q1,April,52.71
Service,Administration,Q4,May,54.5
Service,Administration,Q2,January,54.94
Residential,Library,Q1,January,60.74
Residential,Library,Q4,February,60.46
Residential,Library,Q2,March,62.78
Residential,Library,Q1,October,67.61
Residential,Library,Q4,December,70.26
Residential,Library,Q2,November,76.8
Residential,Library,Q1,April,78.39
Residential,Library,Q4,May,78.2
Residential,Library,Q2,January,80.26
Service,School,Q1,January,80.85
Service,School,Q4,February,82.72
Service,School,Q2,March,83.45
Service,School,Q1,October,86.57
Service,School,Q4,December,87.57
Service,School,Q2,November,88.92
Service,School,Q1,April,91.9
Service,School,Q4,May,91.87
Service,School,Q2,January,95.25
