Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q3,September,0.95
Culture,Museum,Q4,July,2.47
Culture,Museum,Q2,November,4.24
Culture,Museum,Q3,December,6.23
Culture,Museum,Q4,June,10.1
Culture,Museum,Q2,May,11.27
Residential,Theatre,Q3,September,13.08
Residential,Theatre,Q4,July,14.19
Residential,Theatre,Q2,November,14.27
Residential,Theatre,Q3,December,18.05
Residential,Theatre,Q4,June,20.1
Residential,Theatre,Q2,May,20.51
Production,Concert,Q3,September,24.54
Production,Concert,Q4,July,25.69
Production,Concert,Q2,November,31.61
Production,Concert,Q3,December,33.45
Production,Concert,Q4,June,35.37
Production,Concert,Q2,May,35.8
Culture,Apartment,Q3,September,38.08
Culture,Apartment,Q4,July,38.66
Culture,Apartment,Q2,November,40.46
Culture,Apartment,Q3,December,40.32
Culture,Apartment,Q4,June,48.14
Culture,Apartment,Q2,May,50.2
Residential,House,Q3,September,54.29
Residential,House,Q4,July,56.7
Residential,House,Q2,November,58.92
Residential,House,Q3,December,60.8
Residential,House,Q4,June,62.29
Residential,House,Q2,May,63.14
Production,Hotel,Q3,September,64.84
Production,Hotel,Q4,July,65.97
Production,Hotel,Q2,November,67.94
Production,Hotel,Q3,December,70.5
Production,Hotel,Q4,June,70.99
Production,Hotel,Q2,May,71.84
Culture,Workshop,Q3,September,77.57
Culture,Workshop,Q4,July,78.37
Culture,Workshop,Q2,November,79.24
Culture,Workshop,Q3,December,79.64
Culture,Workshop,Q4,June,81.15
Culture,Workshop,Q2,May,81.43
Residential,Factory,Q3,September,83.15
Residential,Factory,Q4,July,86.42
Residential,Factory,Q2,November,87.43
Residential,Factory,Q3,December,86.72
Residential,Factory,Q4,June,93.97
Residential,Factory,Q2,May,98.84
