Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2020,Cereals,Wheat,66.77
Import,2020,Meat,Soybeans,386.02
Import,2020,Cereals,Corn,708.54
Import,2020,Meat,Lamb,866.97
Import,2020,Cereals,Beef,838.24
Import,2020,Meat,Pork,39.71
Import,2017,Cereals,Wheat,742.16
Import,2017,Meat,Soybeans,420.22
Import,2017,Cereals,Corn,394.23
Import,2017,Meat,Lamb,42.75
Import,2017,Cereals,Beef,693.8
Import,2017,Meat,Pork,757.43
Import,2020,Cereals,Wheat,55.99
Import,2020,Meat,Soybeans,253.4
Import,2020,Cereals,Corn,826.54
Import,2020,Meat,Lamb,508.09
Import,2020,Cereals,Beef,829.86
Import,2020,Meat,Pork,511.5
