Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q4,November,0.68
Production,Workshop,Q2,December,7.72
Production,Workshop,Q1,May,7.05
Production,Workshop,Q4,June,9.61
Production,Workshop,Q2,January,13.01
Production,Workshop,Q1,March,14.97
Service,Factory,Q4,November,16.16
Service,Factory,Q2,December,17.24
Service,Factory,Q1,May,18.39
Service,Factory,Q4,June,18.5
Service,Factory,Q2,January,21.18
Service,Factory,Q1,March,22.04
Residential,Administration,Q4,November,23.74
Residential,Administration,Q2,December,26.68
Residential,Administration,Q1,May,26.25
Residential,Administration,Q4,June,29.17
Residential,Administration,Q2,January,34.01
Residential,Administration,Q1,March,34.97
Production,Hospital,Q4,November,36.5
Production,Hospital,Q2,December,39.38
Production,Hospital,Q1,May,40.83
Production,Hospital,Q4,June,47.26
Production,Hospital,Q2,January,48.74
Production,Hospital,Q1,March,0.04
Service,Apartment,Q4,November,63.06
Service,Apartment,Q2,December,64.19
Service,Apartment,Q1,May,65.86
Service,Apartment,Q4,June,67.89
Service,Apartment,Q2,January,67.1
Service,Apartment,Q1,March,68.08
Residential,Hotel,Q4,November,73.55
Residential,Hotel,Q2,December,74.3
Residential,Hotel,Q1,May,75.66
Residential,Hotel,Q4,June,81.86
Residential,Hotel,Q2,January,82.09
Residential,Hotel,Q1,March,83.83
Production,House,Q4,November,81.31
Production,House,Q2,December,95.59
Production,House,Q1,May,95.88
Production,House,Q4,June,97.74
Production,House,Q2,January,98.9
Production,House,Q1,March,99.07
