Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q2,April,6.33
Culture,Concert,Q3,May,9.55
Culture,Concert,Q1,August,10.87
Culture,Concert,Q2,July,11.61
Culture,Concert,Q3,January,10.15
Culture,Concert,Q1,February,13.95
Culture,Concert,Q2,March,14.38
Culture,Concert,Q3,April,14.99
Culture,Concert,Q1,May,14.28
Residential,Theatre,Q2,April,19.36
Residential,Theatre,Q3,May,21.85
Residential,Theatre,Q1,August,24.9
Residential,Theatre,Q2,July,25.65
Residential,Theatre,Q3,January,28.59
Residential,Theatre,Q1,February,28.06
Residential,Theatre,Q2,March,30.28
Residential,Theatre,Q3,April,30.88
Residential,Theatre,Q1,May,32.95
Service,Apartment,Q2,April,30.74
Service,Apartment,Q3,May,34.18
Service,Apartment,Q1,August,32.59
Service,Apartment,Q2,July,33.24
Service,Apartment,Q3,January,39.41
Service,Apartment,Q1,February,40.08
Service,Apartment,Q2,March,40.72
Service,Apartment,Q3,April,44.38
Service,Apartment,Q1,May,46.43
Culture,House,Q2,April,46.94
Culture,House,Q3,May,49.83
Culture,House,Q1,August,49.62
Culture,House,Q2,July,51.77
Culture,House,Q3,January,52.36
Culture,House,Q1,February,53.68
Culture,House,Q2,March,54.57
Culture,House,Q3,April,56.21
Culture,House,Q1,May,57.89
Residential,Library,Q2,April,57.8
Residential,Library,Q3,May,58.28
Residential,Library,Q1,August,60.85
Residential,Library,Q2,July,61.98
Residential,Library,Q3,January,60.77
Residential,Library,Q1,February,60.7
Residential,Library,Q2,March,64.22
Residential,Library,Q3,April,60.51
Residential,Library,Q1,May,58.63
Service,Hospital,Q2,April,67.57
Service,Hospital,Q3,May,72.87
Service,Hospital,Q1,August,73.66
Service,Hospital,Q2,July,78.86
Service,Hospital,Q3,January,79.67
Service,Hospital,Q1,February,79.29
Service,Hospital,Q2,March,84.94
Service,Hospital,Q3,April,85.88
Service,Hospital,Q1,May,85.15
Culture,Administration,Q2,April,86.91
Culture,Administration,Q3,May,89.85
Culture,Administration,Q1,August,90.07
Culture,Administration,Q2,July,90.75
Culture,Administration,Q3,January,96.3
Culture,Administration,Q1,February,98.61
Culture,Administration,Q2,March,98.53
Culture,Administration,Q3,April,99.46
Culture,Administration,Q1,May,99.44
