State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
California,Los-Angeles,2015,Soil,Urban Activities,-0.72
California,Los-Angeles,2015,Air,Inferior Irrigation,4.73
California,Los-Angeles,2015,Water,Inorganic Fertilizers,5.39
California,Los-Angeles,2015,Soil,Industrial,6.52
California,Los-Angeles,2015,Air,Solid Waste,6.01
California,Los-Angeles,2015,Water,Thermal,9.31
California,Los-Angeles,2015,Soil,Noise,10.32
California,Los-Angeles,2015,Air,Light,14.87
California,Los-Angeles,2015,Water,Groundwater,14.99
California,Los-Angeles,2015,Soil,Surface water,16.03
California,Los-Angeles,2015,Air,Chemical,16.48
California,Los-Angeles,2015,Water,Urban Activities,20.43
California,Los-Angeles,2015,Soil,Inferior Irrigation,-0.01
California,Los-Angeles,2015,Air,Inorganic Fertilizers,21.07
California,Los-Angeles,2015,Water,Industrial,24.17
Oregon,San Francisco,2017,Soil,Urban Activities,26.53
Oregon,San Francisco,2017,Air,Inferior Irrigation,28.68
Oregon,San Francisco,2017,Water,Inorganic Fertilizers,29.77
Oregon,San Francisco,2017,Soil,Industrial,34.94
Oregon,San Francisco,2017,Air,Solid Waste,35.62
Oregon,San Francisco,2017,Water,Thermal,36.64
Oregon,San Francisco,2017,Soil,Noise,39.82
Oregon,San Francisco,2017,Air,Light,39.27
Oregon,San Francisco,2017,Water,Groundwater,45.49
Oregon,San Francisco,2017,Soil,Surface water,46.53
Oregon,San Francisco,2017,Air,Chemical,46.95
Oregon,San Francisco,2017,Water,Urban Activities,45.51
Oregon,San Francisco,2017,Soil,Inferior Irrigation,49.12
Oregon,San Francisco,2017,Air,Inorganic Fertilizers,52.21
Oregon,San Francisco,2017,Water,Industrial,56.45
Maryland,Salem,2015,Soil,Urban Activities,57.25
Maryland,Salem,2015,Air,Inferior Irrigation,57.49
Maryland,Salem,2015,Water,Inorganic Fertilizers,59.47
Maryland,Salem,2015,Soil,Industrial,60.35
Maryland,Salem,2015,Air,Solid Waste,63.93
Maryland,Salem,2015,Water,Thermal,68.37
Maryland,Salem,2015,Soil,Noise,71.22
Maryland,Salem,2015,Air,Light,72.11
Maryland,Salem,2015,Water,Groundwater,73.11
Maryland,Salem,2015,Soil,Surface water,75.08
Maryland,Salem,2015,Air,Chemical,80.49
Maryland,Salem,2015,Water,Urban Activities,84.96
Maryland,Salem,2015,Soil,Inferior Irrigation,85.17
Maryland,Salem,2015,Air,Inorganic Fertilizers,86.86
Maryland,Salem,2015,Water,Industrial,87.36
California,Portland,2017,Soil,Urban Activities,90.05
California,Portland,2017,Air,Inferior Irrigation,91.82
California,Portland,2017,Water,Inorganic Fertilizers,90.49
California,Portland,2017,Soil,Industrial,93.67
California,Portland,2017,Air,Solid Waste,97.85
California,Portland,2017,Water,Thermal,-0.35
California,Portland,2017,Soil,Noise,-0.15
California,Portland,2017,Air,Light,-99.66
California,Portland,2017,Water,Groundwater,-98.4
California,Portland,2017,Soil,Surface water,-98.05
California,Portland,2017,Air,Chemical,-96.07
California,Portland,2017,Water,Urban Activities,-98.54
California,Portland,2017,Soil,Inferior Irrigation,-93.77
California,Portland,2017,Air,Inorganic Fertilizers,-90.44
California,Portland,2017,Water,Industrial,-89.86
Oregon,Redmond,2015,Soil,Urban Activities,-90.72
Oregon,Redmond,2015,Air,Inferior Irrigation,-86.5
Oregon,Redmond,2015,Water,Inorganic Fertilizers,-85.03
Oregon,Redmond,2015,Soil,Industrial,-81.98
Oregon,Redmond,2015,Air,Solid Waste,-80.39
Oregon,Redmond,2015,Water,Thermal,-78.03
Oregon,Redmond,2015,Soil,Noise,-77.74
Oregon,Redmond,2015,Air,Light,-78.24
Oregon,Redmond,2015,Water,Groundwater,-75.65
Oregon,Redmond,2015,Soil,Surface water,-71.15
Oregon,Redmond,2015,Air,Chemical,-70.42
Oregon,Redmond,2015,Water,Urban Activities,-69.63
Oregon,Redmond,2015,Soil,Inferior Irrigation,-66.77
Oregon,Redmond,2015,Air,Inorganic Fertilizers,-62.53
Oregon,Redmond,2015,Water,Industrial,-58.74
Maryland,Baltimore,2017,Soil,Urban Activities,-56.02
Maryland,Baltimore,2017,Air,Inferior Irrigation,-56.73
Maryland,Baltimore,2017,Water,Inorganic Fertilizers,-53.16
Maryland,Baltimore,2017,Soil,Industrial,-49.04
Maryland,Baltimore,2017,Air,Solid Waste,-48.63
Maryland,Baltimore,2017,Water,Thermal,-47.67
Maryland,Baltimore,2017,Soil,Noise,-48.54
Maryland,Baltimore,2017,Air,Light,-44.94
Maryland,Baltimore,2017,Water,Groundwater,-43.95
Maryland,Baltimore,2017,Soil,Surface water,-43.12
Maryland,Baltimore,2017,Air,Chemical,-39.45
Maryland,Baltimore,2017,Water,Urban Activities,-39.15
Maryland,Baltimore,2017,Soil,Inferior Irrigation,-39.44
Maryland,Baltimore,2017,Air,Inorganic Fertilizers,-33.57
Maryland,Baltimore,2017,Water,Industrial,-31.88
California,Columbia,2015,Soil,Urban Activities,-30.02
California,Columbia,2015,Air,Inferior Irrigation,-30.57
California,Columbia,2015,Water,Inorganic Fertilizers,-28.42
California,Columbia,2015,Soil,Industrial,-24.45
California,Columbia,2015,Air,Solid Waste,-22.74
California,Columbia,2015,Water,Thermal,-20.8
California,Columbia,2015,Soil,Noise,-19.81
California,Columbia,2015,Air,Light,-18.43
California,Columbia,2015,Water,Groundwater,-13.66
California,Columbia,2015,Soil,Surface water,-11.41
California,Columbia,2015,Air,Chemical,-10.52
California,Columbia,2015,Water,Urban Activities,-9.49
California,Columbia,2015,Soil,Inferior Irrigation,-6.91
California,Columbia,2015,Air,Inorganic Fertilizers,-2.87
California,Columbia,2015,Water,Industrial,-1.93
