Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Massachusetts,Cambridge,Wind,Storm,0.34
2021,Massachusetts,Cambridge,Humidity,Calm,4.69
2021,Massachusetts,Cambridge,Wind,Breeze,5.19
2021,Massachusetts,Cambridge,Humidity,Medium,4.49
2021,Massachusetts,Cambridge,Wind,High,6.76
2021,Massachusetts,Cambridge,Humidity,Storm,8.52
2015,Florida,Lenox,Wind,Storm,9.11
2015,Florida,Lenox,Humidity,Calm,9.33
2015,Florida,Lenox,Wind,Breeze,11.99
2015,Florida,Lenox,Humidity,Medium,11.47
2015,Florida,Lenox,Wind,High,14.07
2015,Florida,Lenox,Humidity,Storm,16.91
2019,Massachusetts,Fort Lauderdale,Wind,Storm,18.33
2019,Massachusetts,Fort Lauderdale,Humidity,Calm,18.98
2019,Massachusetts,Fort Lauderdale,Wind,Breeze,20.44
2019,Massachusetts,Fort Lauderdale,Humidity,Medium,21.41
2019,Massachusetts,Fort Lauderdale,Wind,High,22.79
2019,Massachusetts,Fort Lauderdale,Humidity,Storm,23.9
2021,Florida,Tampa,Wind,Storm,23.61
2021,Florida,Tampa,Humidity,Calm,24.1
2021,Florida,Tampa,Wind,Breeze,21.52
2021,Florida,Tampa,Humidity,Medium,26.58
2021,Florida,Tampa,Wind,High,27.06
2021,Florida,Tampa,Humidity,Storm,0.21
