Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2015,Beverage,Tea,768.15
Import,2015,Dairy,Juice,513.02
Import,2015,Meat,Butter,387.71
Import,2015,Beverage,Cream,645.62
Import,2015,Dairy,Yoghurt,647.25
Import,2015,Meat,Pork,904.56
Import,2015,Beverage,Chicken,405.31
Import,2015,Dairy,Tea,924.07
Import,2015,Meat,Juice,672.64
Import,2020,Beverage,Tea,929.57
Import,2020,Dairy,Juice,163.71
Import,2020,Meat,Butter,685.71
Import,2020,Beverage,Cream,564.24
Import,2020,Dairy,Yoghurt,952.14
Import,2020,Meat,Pork,830.38
Import,2020,Beverage,Chicken,575.06
Import,2020,Dairy,Tea,577.84
Import,2020,Meat,Juice,582.79
Import,2015,Beverage,Tea,710.41
Import,2015,Dairy,Juice,714.57
Import,2015,Meat,Butter,334.02
Import,2015,Beverage,Cream,979.12
Import,2015,Dairy,Yoghurt,988.86
Import,2015,Meat,Pork,624.66
Import,2015,Beverage,Chicken,625.58
Import,2015,Dairy,Tea,118.41
Import,2015,Meat,Juice,506.32
