Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q1,January,5.08
Residential,Hotel,Q2,March,6.64
Residential,Hotel,Q3,February,5.15
Residential,Hotel,Q1,June,12.3
Residential,Hotel,Q2,May,13.05
Residential,Hotel,Q3,August,13.92
Residential,Hotel,Q1,July,14.29
Residential,Hotel,Q2,September,16.01
Residential,Hotel,Q3,January,20.31
Culture,Apartment,Q1,January,21.43
Culture,Apartment,Q2,March,22.01
Culture,Apartment,Q3,February,23.23
Culture,Apartment,Q1,June,24.08
Culture,Apartment,Q2,May,25.08
Culture,Apartment,Q3,August,24.94
Culture,Apartment,Q1,July,29.07
Culture,Apartment,Q2,September,29.48
Culture,Apartment,Q3,January,32.8
Service,Theatre,Q1,January,34.02
Service,Theatre,Q2,March,37.56
Service,Theatre,Q3,February,40.47
Service,Theatre,Q1,June,42.63
Service,Theatre,Q2,May,44.08
Service,Theatre,Q3,August,49.77
Service,Theatre,Q1,July,51.41
Service,Theatre,Q2,September,52.95
Service,Theatre,Q3,January,52.4
Residential,Concert,Q1,January,54.58
Residential,Concert,Q2,March,54.04
Residential,Concert,Q3,February,56.21
Residential,Concert,Q1,June,57.75
Residential,Concert,Q2,May,57.28
Residential,Concert,Q3,August,62.49
Residential,Concert,Q1,July,63.73
Residential,Concert,Q2,September,64.75
Residential,Concert,Q3,January,68.96
Culture,Museum,Q1,January,70.62
Culture,Museum,Q2,March,71.64
Culture,Museum,Q3,February,72.04
Culture,Museum,Q1,June,72.15
Culture,Museum,Q2,May,74.49
Culture,Museum,Q3,August,75.74
Culture,Museum,Q1,July,76.88
Culture,Museum,Q2,September,77.05
Culture,Museum,Q3,January,78.37
Service,Administration,Q1,January,78.34
Service,Administration,Q2,March,80.09
Service,Administration,Q3,February,75.7
Service,Administration,Q1,June,82.63
Service,Administration,Q2,May,81.69
Service,Administration,Q3,August,87.35
Service,Administration,Q1,July,89.49
Service,Administration,Q2,September,90.07
Service,Administration,Q3,January,91.57
Residential,School,Q1,January,92.67
Residential,School,Q2,March,93.32
Residential,School,Q3,February,93.38
Residential,School,Q1,June,91.87
Residential,School,Q2,May,96.81
Residential,School,Q3,August,96.98
Residential,School,Q1,July,95.66
Residential,School,Q2,September,99.93
Residential,School,Q3,January,99.05
