State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Massachusetts,Lenox,2015,Soil,Urban Activities,3.44
Massachusetts,Lenox,2015,Air,Inferior Irrigation,4.21
Massachusetts,Lenox,2015,Soil,Noise,13.07
Massachusetts,Lenox,2015,Air,Thermal,15.12
Massachusetts,Lenox,2015,Soil,Light,19.49
Massachusetts,Lenox,2015,Air,Urban Activities,23.63
California,Cambridge,2020,Soil,Urban Activities,24.84
California,Cambridge,2020,Air,Inferior Irrigation,28.27
California,Cambridge,2020,Soil,Noise,31.68
California,Cambridge,2020,Air,Thermal,-93.09
California,Cambridge,2020,Soil,Light,-89.52
California,Cambridge,2020,Air,Urban Activities,46.37
Minnesota,Boston,2015,Soil,Urban Activities,-82.04
Minnesota,Boston,2015,Air,Inferior Irrigation,50.29
Minnesota,Boston,2015,Soil,Noise,50.57
Minnesota,Boston,2015,Air,Thermal,52.66
Minnesota,Boston,2015,Soil,Light,-76.26
Minnesota,Boston,2015,Air,Urban Activities,-71.87
Massachusetts,Berkeley,2020,Soil,Urban Activities,61.81
Massachusetts,Berkeley,2020,Air,Inferior Irrigation,62.84
Massachusetts,Berkeley,2020,Soil,Noise,62.86
Massachusetts,Berkeley,2020,Air,Thermal,64.61
Massachusetts,Berkeley,2020,Soil,Light,64.17
Massachusetts,Berkeley,2020,Air,Urban Activities,-64.76
California,Los-Angeles,2015,Soil,Urban Activities,-61.11
California,Los-Angeles,2015,Air,Inferior Irrigation,-60.72
California,Los-Angeles,2015,Soil,Noise,-58.25
California,Los-Angeles,2015,Air,Thermal,72.01
California,Los-Angeles,2015,Soil,Light,75.2
California,Los-Angeles,2015,Air,Urban Activities,-52.38
Minnesota,Minneapolis,2020,Soil,Urban Activities,-52.08
Minnesota,Minneapolis,2020,Air,Inferior Irrigation,78.52
Minnesota,Minneapolis,2020,Soil,Noise,-46.4
Minnesota,Minneapolis,2020,Air,Thermal,83.81
Minnesota,Minneapolis,2020,Soil,Light,-45.77
Minnesota,Minneapolis,2020,Air,Urban Activities,87.12
Massachusetts,Hastings,2015,Soil,Urban Activities,90.86
Massachusetts,Hastings,2015,Air,Inferior Irrigation,95.47
Massachusetts,Hastings,2015,Soil,Noise,98.81
Massachusetts,Hastings,2015,Air,Thermal,99.29
Massachusetts,Hastings,2015,Soil,Light,-27.5
Massachusetts,Hastings,2015,Air,Urban Activities,-24.78
California,Rochester,2020,Soil,Urban Activities,-19.64
California,Rochester,2020,Air,Inferior Irrigation,-18.19
California,Rochester,2020,Soil,Noise,-19.71
California,Rochester,2020,Air,Thermal,-13.76
California,Rochester,2020,Soil,Light,-11.15
California,Rochester,2020,Air,Urban Activities,-9.14
