State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Florida,Tampa,2017,Water,Surface water,1.09
Florida,Tampa,2017,Soil,Chemical,5.72
Florida,Tampa,2017,Air,Groundwater,6.57
Florida,Tampa,2017,Water,Oxygen-depletion,9.26
Florida,Tampa,2017,Soil,Industrial,11.39
Florida,Tampa,2017,Air,Inorganic Fertilizers,12.69
Florida,Tampa,2017,Water,Thermal,11.97
Florida,Tampa,2017,Soil,Light,16.72
Florida,Tampa,2017,Air,Noise,18.81
Florida,Tampa,2017,Water,Surface water,21.15
Florida,Tampa,2017,Soil,Chemical,23.82
Florida,Tampa,2017,Air,Groundwater,24.94
Illinois,Fort Lauderdale,2020,Water,Surface water,26.22
Illinois,Fort Lauderdale,2020,Soil,Chemical,40.95
Illinois,Fort Lauderdale,2020,Air,Groundwater,41.59
Illinois,Fort Lauderdale,2020,Water,Oxygen-depletion,43.59
Illinois,Fort Lauderdale,2020,Soil,Industrial,52.84
Illinois,Fort Lauderdale,2020,Air,Inorganic Fertilizers,54.03
Illinois,Fort Lauderdale,2020,Water,Thermal,57.17
Illinois,Fort Lauderdale,2020,Soil,Light,58.92
Illinois,Fort Lauderdale,2020,Air,Noise,57.98
Illinois,Fort Lauderdale,2020,Water,Surface water,63.58
Illinois,Fort Lauderdale,2020,Soil,Chemical,67.35
Illinois,Fort Lauderdale,2020,Air,Groundwater,69.18
Michigan,Springfield,2022,Water,Surface water,70.94
Michigan,Springfield,2022,Soil,Chemical,76.07
Michigan,Springfield,2022,Air,Groundwater,80.26
Michigan,Springfield,2022,Water,Oxygen-depletion,80.08
Michigan,Springfield,2022,Soil,Industrial,85.65
Michigan,Springfield,2022,Air,Inorganic Fertilizers,86.73
Michigan,Springfield,2022,Water,Thermal,89.8
Michigan,Springfield,2022,Soil,Light,90.81
Michigan,Springfield,2022,Air,Noise,90.01
Michigan,Springfield,2022,Water,Surface water,90.92
Michigan,Springfield,2022,Soil,Chemical,98.07
Michigan,Springfield,2022,Air,Groundwater,99.82
Florida,Champaign,2018,Water,Surface water,-6.9
Florida,Champaign,2018,Soil,Chemical,-97.71
Florida,Champaign,2018,Air,Groundwater,-96.22
Florida,Champaign,2018,Water,Oxygen-depletion,-94.6
Florida,Champaign,2018,Soil,Industrial,-92.87
Florida,Champaign,2018,Air,Inorganic Fertilizers,-90.3
Florida,Champaign,2018,Water,Thermal,-88.54
Florida,Champaign,2018,Soil,Light,-85.32
Florida,Champaign,2018,Air,Noise,-84.71
Florida,Champaign,2018,Water,Surface water,-83.1
Florida,Champaign,2018,Soil,Chemical,-83.75
Florida,Champaign,2018,Air,Groundwater,-82.18
Illinois,Flint,2017,Water,Surface water,-85.86
Illinois,Flint,2017,Soil,Chemical,-79.42
Illinois,Flint,2017,Air,Groundwater,-78.73
Illinois,Flint,2017,Water,Oxygen-depletion,-77.6
Illinois,Flint,2017,Soil,Industrial,-74.96
Illinois,Flint,2017,Air,Inorganic Fertilizers,-72.73
Illinois,Flint,2017,Water,Thermal,-69.81
Illinois,Flint,2017,Soil,Light,-68.45
Illinois,Flint,2017,Air,Noise,-62.12
Illinois,Flint,2017,Water,Surface water,-60.33
Illinois,Flint,2017,Soil,Chemical,-58.39
Illinois,Flint,2017,Air,Groundwater,-53.04
Michigan,Port Huron,2020,Water,Surface water,-52.91
Michigan,Port Huron,2020,Soil,Chemical,-49.86
Michigan,Port Huron,2020,Air,Groundwater,-48.99
Michigan,Port Huron,2020,Water,Oxygen-depletion,-46.58
Michigan,Port Huron,2020,Soil,Industrial,-41.83
Michigan,Port Huron,2020,Air,Inorganic Fertilizers,-40.58
Michigan,Port Huron,2020,Water,Thermal,-38.45
Michigan,Port Huron,2020,Soil,Light,-32.79
Michigan,Port Huron,2020,Air,Noise,-31.96
Michigan,Port Huron,2020,Water,Surface water,-31.77
Michigan,Port Huron,2020,Soil,Chemical,-25.22
Michigan,Port Huron,2020,Air,Groundwater,-20.65
Florida,Detroit,2022,Water,Surface water,-19.1
Florida,Detroit,2022,Soil,Chemical,-18.12
Florida,Detroit,2022,Air,Groundwater,-17.65
Florida,Detroit,2022,Water,Oxygen-depletion,-16.39
Florida,Detroit,2022,Soil,Industrial,-15.17
Florida,Detroit,2022,Air,Inorganic Fertilizers,-14.9
Florida,Detroit,2022,Water,Thermal,-13.91
Florida,Detroit,2022,Soil,Light,-12.6
Florida,Detroit,2022,Air,Noise,-10.22
Florida,Detroit,2022,Water,Surface water,-6.72
Florida,Detroit,2022,Soil,Chemical,-3.44
Florida,Detroit,2022,Air,Groundwater,-1.83
