Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Michigan,Port Huron,Temperature,31-40,1.34
2019,Michigan,Port Huron,Wind,21-30,2.1
2019,Michigan,Port Huron,Humidity,Breeze,4.71
2019,Michigan,Port Huron,Temperature,Storm,5.27
2019,Michigan,Port Huron,Wind,High,6.97
2019,Michigan,Port Huron,Humidity,Low,7.27
2021,Illinois,Detroit,Temperature,31-40,8.07
2021,Illinois,Detroit,Wind,21-30,9.57
2021,Illinois,Detroit,Humidity,Breeze,10.74
2021,Illinois,Detroit,Temperature,Storm,8.09
2021,Illinois,Detroit,Wind,High,10.96
2021,Illinois,Detroit,Humidity,Low,4.28
2019,Michigan,Flint,Temperature,31-40,14.47
2019,Michigan,Flint,Wind,21-30,15.95
2019,Michigan,Flint,Humidity,Breeze,14.74
2019,Michigan,Flint,Temperature,Storm,17.83
2019,Michigan,Flint,Wind,High,18.2
2019,Michigan,Flint,Humidity,Low,17.64
2021,Illinois,Springfield,Temperature,31-40,15.2
2021,Illinois,Springfield,Wind,21-30,21.95
2021,Illinois,Springfield,Humidity,Breeze,22.56
2021,Illinois,Springfield,Temperature,Storm,23.12
2021,Illinois,Springfield,Wind,High,22.5
2021,Illinois,Springfield,Humidity,Low,25.34
2019,Michigan,Champaign,Temperature,31-40,26.67
2019,Michigan,Champaign,Wind,21-30,25.97
2019,Michigan,Champaign,Humidity,Breeze,4.47
2019,Michigan,Champaign,Temperature,Storm,5.45
2019,Michigan,Champaign,Wind,High,5.06
2019,Michigan,Champaign,Humidity,Low,18.83
