Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Maryland,Columbia,Wind,Breeze,0.9
2015,Maryland,Columbia,Temperature,Storm,1.09
2015,Maryland,Columbia,Humidity,0-10,0.99
2015,Maryland,Columbia,Wind,11-20,3.45
2015,Maryland,Columbia,Temperature,Medium,4.47
2015,Maryland,Columbia,Humidity,High,5.65
2015,Maryland,Columbia,Wind,Low,5.5
2015,Maryland,Columbia,Temperature,Breeze,4.56
2015,Maryland,Columbia,Humidity,Storm,8.81
2020,Illinois,Baltimore,Wind,Breeze,9.65
2020,Illinois,Baltimore,Temperature,Storm,10.18
2020,Illinois,Baltimore,Humidity,0-10,11.21
2020,Illinois,Baltimore,Wind,11-20,4.26
2020,Illinois,Baltimore,Temperature,Medium,13.17
2020,Illinois,Baltimore,Humidity,High,14.51
2020,Illinois,Baltimore,Wind,Low,10.78
2020,Illinois,Baltimore,Temperature,Breeze,9.18
2020,Illinois,Baltimore,Humidity,Storm,17.35
2016,Florida,Springfield,Wind,Breeze,18.31
2016,Florida,Springfield,Temperature,Storm,19.97
2016,Florida,Springfield,Humidity,0-10,13.92
2016,Florida,Springfield,Wind,11-20,21.1
2016,Florida,Springfield,Temperature,Medium,22.06
2016,Florida,Springfield,Humidity,High,23.57
2016,Florida,Springfield,Wind,Low,19.03
2016,Florida,Springfield,Temperature,Breeze,19.47
2016,Florida,Springfield,Humidity,Storm,25.07
2015,Maryland,Champaign,Wind,Breeze,27.16
2015,Maryland,Champaign,Temperature,Storm,20.42
2015,Maryland,Champaign,Humidity,0-10,20.87
2015,Maryland,Champaign,Wind,11-20,21.3
2015,Maryland,Champaign,Temperature,Medium,23.85
2015,Maryland,Champaign,Humidity,High,24.76
2015,Maryland,Champaign,Wind,Low,8.76
2015,Maryland,Champaign,Temperature,Breeze,8.55
2015,Maryland,Champaign,Humidity,Storm,9.0
2020,Illinois,Fort Lauderdale,Wind,Breeze,9.91
2020,Illinois,Fort Lauderdale,Temperature,Storm,3.1
2020,Illinois,Fort Lauderdale,Humidity,0-10,9.62
2020,Illinois,Fort Lauderdale,Wind,11-20,10.63
2020,Illinois,Fort Lauderdale,Temperature,Medium,12.28
2020,Illinois,Fort Lauderdale,Humidity,High,12.3
2020,Illinois,Fort Lauderdale,Wind,Low,14.93
2020,Illinois,Fort Lauderdale,Temperature,Breeze,14.11
2020,Illinois,Fort Lauderdale,Humidity,Storm,15.09
2016,Florida,Tampa,Wind,Breeze,3.88
2016,Florida,Tampa,Temperature,Storm,0.8
2016,Florida,Tampa,Humidity,0-10,4.71
2016,Florida,Tampa,Wind,11-20,17.58
2016,Florida,Tampa,Temperature,Medium,17.12
2016,Florida,Tampa,Humidity,High,5.39
2016,Florida,Tampa,Wind,Low,18.49
2016,Florida,Tampa,Temperature,Breeze,6.87
2016,Florida,Tampa,Humidity,Storm,2.84
