Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2021,Wind,Breeze,0.23
2021,Humidity,Calm,25.47
2021,Temperature,Storm,26.09
2021,Wind,Low,10.1
2021,Humidity,Medium,10.07
2021,Temperature,High,12.96
2021,Wind,0-10,13.85
2021,Humidity,21-30,13.78
2021,Temperature,31-40,19.74
2018,Wind,Breeze,20.65
2018,Humidity,Calm,23.48
2018,Temperature,Storm,22.78
2018,Wind,Low,23.29
2018,Humidity,Medium,22.91
2018,Temperature,High,25.37
2018,Wind,0-10,26.88
2018,Humidity,21-30,22.18
2018,Temperature,31-40,25.48
