Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
MSc,Male,Non-Qatari,2015/2016,Other,449.35
MSc,Male,Non-Qatari,2021/2022,English,321.6
MSc,Male,Non-Qatari,2022/2023,Other,482.0
MSc,Male,Non-Qatari,2016/2017,English,292.21
MSc,Male,Non-Qatari,2019/2020,Other,354.54
MSc,Male,Non-Qatari,2015/2016,Other,423.03
MSc,Male,Non-Qatari,2021/2022,English,424.43
MSc,Male,Non-Qatari,2022/2023,Other,202.52
MSc,Male,Non-Qatari,2016/2017,English,239.84
MSc,Male,Non-Qatari,2019/2020,Other,307.76
MSc,Male,Non-Qatari,2015/2016,Other,245.37
MSc,Male,Non-Qatari,2021/2022,English,183.46
MSc,Male,Non-Qatari,2022/2023,Other,219.45
MSc,Male,Non-Qatari,2016/2017,English,220.46
MSc,Male,Non-Qatari,2019/2020,Other,375.1
