State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
California,Malibu,2016,Air,Light,-0.94
California,Malibu,2016,Soil,Noise,9.52
California,Malibu,2016,Air,Thermal,11.13
California,Malibu,2016,Soil,Urban Activities,12.08
California,Malibu,2016,Air,Industrial,12.81
California,Malibu,2016,Soil,Solid Waste,17.76
California,Malibu,2016,Air,Inferior Irrigation,17.88
California,Malibu,2016,Soil,Inorganic Fertilizers,19.07
California,Malibu,2016,Air,Light,25.06
California,Malibu,2016,Soil,Noise,27.67
Maryland,Berkeley,2022,Air,Light,29.23
Maryland,Berkeley,2022,Soil,Noise,31.14
Maryland,Berkeley,2022,Air,Thermal,31.57
Maryland,Berkeley,2022,Soil,Urban Activities,-92.79
Maryland,Berkeley,2022,Air,Industrial,-92.46
Maryland,Berkeley,2022,Soil,Solid Waste,-88.54
Maryland,Berkeley,2022,Air,Inferior Irrigation,-86.31
Maryland,Berkeley,2022,Soil,Inorganic Fertilizers,45.32
Maryland,Berkeley,2022,Air,Light,46.32
Maryland,Berkeley,2022,Soil,Noise,-83.59
California,Los-Angeles,2021,Air,Light,-82.15
California,Los-Angeles,2021,Soil,Noise,-80.22
California,Los-Angeles,2021,Air,Thermal,50.52
California,Los-Angeles,2021,Soil,Urban Activities,50.89
California,Los-Angeles,2021,Air,Industrial,53.07
California,Los-Angeles,2021,Soil,Solid Waste,-73.59
California,Los-Angeles,2021,Air,Inferior Irrigation,-71.96
California,Los-Angeles,2021,Soil,Inorganic Fertilizers,-70.87
California,Los-Angeles,2021,Air,Light,-70.41
California,Los-Angeles,2021,Soil,Noise,-65.56
Maryland,Aberdeen,2017,Air,Light,-60.71
Maryland,Aberdeen,2017,Soil,Noise,-59.96
Maryland,Aberdeen,2017,Air,Thermal,-57.08
Maryland,Aberdeen,2017,Soil,Urban Activities,72.09
Maryland,Aberdeen,2017,Air,Industrial,76.29
Maryland,Aberdeen,2017,Soil,Solid Waste,-51.2
Maryland,Aberdeen,2017,Air,Inferior Irrigation,-49.68
Maryland,Aberdeen,2017,Soil,Inorganic Fertilizers,81.2
Maryland,Aberdeen,2017,Air,Light,84.27
Maryland,Aberdeen,2017,Soil,Noise,85.29
California,Columbia,2016,Air,Light,-42.56
California,Columbia,2016,Soil,Noise,-38.51
California,Columbia,2016,Air,Thermal,93.91
California,Columbia,2016,Soil,Urban Activities,-34.53
California,Columbia,2016,Air,Industrial,-33.88
California,Columbia,2016,Soil,Solid Waste,-33.35
California,Columbia,2016,Air,Inferior Irrigation,97.84
California,Columbia,2016,Soil,Inorganic Fertilizers,-29.47
California,Columbia,2016,Air,Light,-23.49
California,Columbia,2016,Soil,Noise,-10.48
