Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2020,Q1,Drowning,Serious,33.88
Female,2020,Q1,Fire,Slight,98.84
Female,2020,Q1,Traffic,Fatal,74.73
Female,2019,Q1,Drowning,Serious,11.9
Female,2019,Q1,Fire,Slight,43.32
Female,2019,Q1,Traffic,Fatal,28.01
Female,2015,Q1,Drowning,Serious,79.01
Female,2015,Q1,Fire,Slight,17.77
Female,2015,Q1,Traffic,Fatal,19.57
Female,2020,Q1,Drowning,Serious,89.89
Female,2020,Q1,Fire,Slight,58.13
Female,2020,Q1,Traffic,Fatal,27.88
Female,2019,Q1,Drowning,Serious,92.53
Female,2019,Q1,Fire,Slight,62.86
Female,2019,Q1,Traffic,Fatal,63.75
