Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,California,Malibu,Wind,Storm,0.41
2021,California,Malibu,Temperature,Calm,1.42
2021,California,Malibu,Wind,Breeze,0.53
2021,California,Malibu,Temperature,11-20,3.43
2021,California,Malibu,Wind,31-40,4.65
2021,California,Malibu,Temperature,Storm,4.96
2018,Illinois,San Francisco,Wind,Storm,6.87
2018,Illinois,San Francisco,Temperature,Calm,7.03
2018,Illinois,San Francisco,Wind,Breeze,7.65
2018,Illinois,San Francisco,Temperature,11-20,9.95
2018,Illinois,San Francisco,Wind,31-40,10.37
2018,Illinois,San Francisco,Temperature,Storm,9.94
2021,Georgia,Chicago,Wind,Storm,12.32
2021,Georgia,Chicago,Temperature,Calm,8.64
2021,Georgia,Chicago,Wind,Breeze,11.73
2021,Georgia,Chicago,Temperature,11-20,15.85
2021,Georgia,Chicago,Wind,31-40,16.89
2021,Georgia,Chicago,Temperature,Storm,16.92
2018,California,Champaign,Wind,Storm,18.93
2018,California,Champaign,Temperature,Calm,17.83
2018,California,Champaign,Wind,Breeze,20.73
2018,California,Champaign,Temperature,11-20,21.44
2018,California,Champaign,Wind,31-40,21.21
2018,California,Champaign,Temperature,Storm,23.56
2021,Illinois,Springfield,Wind,Storm,24.3
2021,Illinois,Springfield,Temperature,Calm,25.59
2021,Illinois,Springfield,Wind,Breeze,25.49
2021,Illinois,Springfield,Temperature,11-20,27.93
2021,Illinois,Springfield,Wind,31-40,26.64
2021,Illinois,Springfield,Temperature,Storm,21.79
2018,Georgia,Albany,Wind,Storm,23.02
2018,Georgia,Albany,Temperature,Calm,6.23
2018,Georgia,Albany,Wind,Breeze,5.32
2018,Georgia,Albany,Temperature,11-20,7.08
2018,Georgia,Albany,Wind,31-40,7.82
2018,Georgia,Albany,Temperature,Storm,7.51
2021,California,Washington,Wind,Storm,8.49
2021,California,Washington,Temperature,Calm,2.69
2021,California,Washington,Wind,Breeze,9.01
2021,California,Washington,Temperature,11-20,12.77
2021,California,Washington,Wind,31-40,13.61
2021,California,Washington,Temperature,Storm,14.3
2018,Illinois,Columbus,Wind,Storm,4.38
2018,Illinois,Columbus,Temperature,Calm,4.43
2018,Illinois,Columbus,Wind,Breeze,18.03
2018,Illinois,Columbus,Temperature,11-20,21.67
2018,Illinois,Columbus,Wind,31-40,2.73
2018,Illinois,Columbus,Temperature,Storm,23.15
